scenario,controller,step,t,v,log_xt,log_dth,log_v,stop,fwd_only,plan_len,lat25,lon25,hd25,lat50,lon50,hd50
scene-113792265837-easy-00,fixed,41,10.25,8.958,0.0494,0.00407,9.357,0,0,23.68148,0.03092,-0.11781,0.01217,0.04829,-0.23528,0.00613
scene-113792265837-easy-00,fixed,42,10.5,8.734,0.0496,0.00076,9.127,0,0,22.9863,0.02989,-0.11596,0.01178,0.04518,-0.23014,0.00568
scene-113792265837-easy-00,fixed,43,10.75,8.507,0.0495,-0.00019,8.882,0,0,22.3011,0.02789,-0.11317,0.01152,0.04237,-0.2267,0.00534
scene-113792265837-easy-00,fixed,44,11.0,8.279,0.0462,-0.0006,8.647,0,0,21.63601,0.02444,-0.11203,0.01051,0.0381,-0.22444,0.00506
scene-113792265837-easy-00,fixed,45,11.25,8.052,0.0445,-0.00116,8.413,0,0,21.00889,0.02316,-0.10952,0.0099,0.03425,-0.21951,0.00477
scene-113792265837-easy-00,fixed,46,11.5,7.825,0.0397,-0.00224,8.176,0,0,20.43282,0.01992,-0.10874,0.0093,0.03085,-0.2174,0.00423
scene-113792265837-easy-00,fixed,47,11.75,7.602,0.0357,-0.00071,7.95,0,0,19.90383,0.019,-0.10815,0.00863,0.02845,-0.21527,0.00394
scene-113792265837-easy-00,fixed,48,12.0,7.383,0.0321,-0.00072,7.732,0,0,19.41371,0.01556,-0.10824,0.0077,0.02385,-0.20957,0.00402
scene-113792265837-easy-00,fixed,49,12.25,7.17,0.0291,0.00101,7.511,0,0,18.95754,0.0136,-0.10245,0.00732,0.02103,-0.19554,0.00439
scene-113792265837-easy-00,fixed,50,12.5,6.965,0.0248,6e-05,7.283,0,0,18.53928,0.01259,-0.09484,0.00744,0.02129,-0.17755,0.00478
scene-113792265837-easy-00,fixed,51,12.75,6.769,0.0223,-0.00092,7.05,0,0,18.16099,0.0133,-0.08496,0.00762,0.02186,-0.1513,0.00509
scene-113792265837-easy-00,fixed,52,13.0,6.586,0.0217,0.00104,6.813,0,0,17.81587,0.01499,-0.06546,0.00856,0.02332,-0.11535,0.00496
scene-113792265837-easy-00,fixed,53,13.25,6.417,0.0221,0.00211,6.568,0,0,17.49921,0.01634,-0.04427,0.00926,0.02508,-0.07634,0.00387
scene-113792265837-easy-00,fixed,54,13.5,6.264,0.024,0.00095,6.332,0,0,17.2099,0.01642,-0.01994,0.00902,0.02444,-0.03909,0.00378
scene-113792265837-easy-00,fixed,55,13.75,6.128,0.0255,0.00135,6.122,0,0,16.94198,0.01236,-0.00289,0.00693,0.01713,-0.01538,0.00271
scene-113792265837-easy-00,fixed,56,14.0,6.009,0.025,-0.00555,5.963,0,0,16.66628,0.0117,-0.00274,0.0074,0.01705,-0.02078,0.00465
scene-113792265837-easy-00,fixed,57,14.25,5.904,0.0173,-0.00194,5.884,0,0,16.37397,0.00375,-0.01979,0.00592,0.01076,-0.0488,0.01089
scene-113792265837-easy-00,fixed,58,14.5,5.811,0.0176,0.00076,5.865,0,0,16.03935,0.00485,-0.03574,0.01062,0.01957,-0.07672,0.02277
scene-113792265837-easy-00,fixed,59,14.75,5.722,0.0115,0.00124,5.832,0,0,15.64461,0.01612,-0.04256,0.02391,0.05034,-0.0903,0.04316
scene-113792265837-easy-00,fixed,60,15.0,5.632,0.0197,0.02199,5.763,0,0,15.21934,0.04458,-0.04613,0.04794,0.10919,-0.09906,0.07097
scene-113792265837-easy-00,fixed,61,15.25,5.537,0.05,0.03963,5.682,0,0,14.78409,0.10096,-0.05169,0.08802,0.20874,-0.11166,0.1039
scene-113792265837-easy-00,fixed,62,15.5,5.438,0.106,0.07362,5.62,0,0,14.34903,0.18347,-0.05612,0.14249,0.34252,-0.12103,0.13838
scene-113792265837-easy-00,fixed,63,15.75,5.332,0.2031,0.10679,5.552,0,0,13.97474,0.28063,-0.04947,0.20646,0.49521,-0.11338,0.17175
scene-113792265837-easy-00,fixed,64,16.0,5.222,0.335,0.14068,5.461,0,0,13.68632,0.38093,-0.03532,0.27395,0.65024,-0.09176,0.20475
scene-113792265837-easy-00,fixed,65,16.25,5.109,0.4894,0.14847,5.361,0,0,13.49731,0.47615,-0.02736,0.33733,0.78999,-0.07752,0.22941
scene-113792265837-easy-00,fixed,66,16.5,4.998,0.6452,0.16171,5.281,0,0,13.43456,0.56501,-0.0122,0.3979,0.91706,-0.04895,0.24656
scene-113792265837-easy-00,fixed,67,16.75,4.895,0.7906,0.1384,5.2,0,0,13.55199,0.62532,-0.00578,0.43958,0.99902,-0.0291,0.25468
scene-113792265837-easy-00,fixed,68,17.0,4.811,0.9185,0.13595,5.064,0,0,13.8409,0.65086,-0.00252,0.4611,1.03042,-0.00254,0.25608
scene-113792265837-easy-00,fixed,69,17.25,4.751,0.997,0.07431,5.028,0,0,14.38512,0.64367,-0.01497,0.45694,,,
scene-113792265837-easy-00,fixed,70,17.5,4.735,1.0225,0.06024,4.931,0,0,15.06556,,,,,,
scene-113792265837-easy-00,ideal,0,0,1.0,0.2812,0.06016,11.174,0,0,12.16247,0.00025,0.0005,-0.00017,0.038,0.04,0.04142
scene-113792265837-easy-00,ideal,1,0.25,1.653,0.1061,-0.3464,11.172,0,0,14.1098,-0.0001,-0.00063,0.00024,0.01976,0.00815,0.01047
scene-113792265837-easy-00,ideal,2,0.5,2.214,0.0405,-0.09789,11.171,0,0,15.78803,0.00022,-0.00017,0.0002,0.00919,0.01249,0.00432
scene-113792265837-easy-00,ideal,3,0.75,2.765,0.0157,-0.0271,11.172,0,0,17.44107,-0.0001,0.0002,0.00011,0.00384,0.01295,0.00181
scene-113792265837-easy-00,ideal,4,1.0,3.315,0.008,-0.01131,11.177,0,0,19.09039,-0.00033,0.00015,-9e-05,0.00164,0.01244,0.00031
scene-113792265837-easy-00,ideal,5,1.25,3.866,0.0038,-0.00759,11.188,0,0,20.7388,0.00057,-0.00046,0.0001,0.00397,0.01138,0.00123
scene-113792265837-easy-00,ideal,6,1.5,4.416,0.0017,-0.00315,11.198,0,0,22.38802,-0.00044,-0.00088,-0.0002,-0.00045,0.01222,7e-05
scene-113792265837-easy-00,ideal,7,1.75,4.966,0.0035,-0.00067,11.202,0,0,24.03638,-0.00072,0.00028,-6e-05,0.0013,0.01277,0.00067
scene-113792265837-easy-00,ideal,8,2.0,5.515,0.0007,-0.00593,11.202,0,0,25.65006,-0.00014,-0.00042,-0.00014,-0.00012,0.01199,-0.0001
scene-113792265837-easy-00,ideal,9,2.25,6.065,0.0021,0.00161,11.202,0,0,27.12102,-0.00047,-0.0005,-9e-05,0.00285,0.0127,0.0007
scene-113792265837-easy-00,ideal,10,2.5,6.615,0.0005,-0.00356,11.211,0,0,28.44104,-4e-05,0.00029,-9e-05,0.00177,0.01212,0.00034
scene-113792265837-easy-00,ideal,11,2.75,7.165,0.0035,0.00106,11.218,0,0,29.6101,-0.00013,-0.00032,-8e-05,0.0006,0.01302,0.00023
scene-113792265837-easy-00,ideal,12,3.0,7.715,0.0019,-0.00399,11.214,0,0,30.63071,-0.0002,0.00087,5e-05,0.00173,0.01283,0.0001
scene-113792265837-easy-00,ideal,13,3.25,8.265,0.0014,-0.00073,11.21,0,0,31.50285,0.00074,-0.00063,5e-05,0.00464,0.01228,0.00052
scene-113792265837-easy-00,ideal,14,3.5,8.815,0.0015,-0.0009,11.211,0,0,32.22666,0.00033,0.0003,4e-05,0.00337,0.01523,0.00074
scene-113792265837-easy-00,ideal,15,3.75,9.365,0.0039,-0.00053,11.209,0,0,32.79718,-0.00091,0.00072,-3e-05,-0.00116,0.03382,-4e-05
scene-113792265837-easy-00,ideal,16,4.0,9.915,0.004,-0.00205,11.201,0,0,33.21514,0.00121,0.00035,8e-05,-0.00208,0.06706,-0.00016
scene-113792265837-easy-00,ideal,17,4.25,10.465,-0.0007,-0.00366,11.2,0,0,33.48108,-0.00052,-0.0002,8e-05,-0.00189,0.03838,-0.00022
scene-113792265837-easy-00,ideal,18,4.5,10.965,-0.0011,0.00077,11.202,0,0,33.58537,0.00055,0.0001,-1e-05,-0.00209,0.00278,-0.0002
scene-113792265837-easy-00,ideal,19,4.75,11.179,-0.0015,-0.00251,11.195,0,0,33.5748,-8e-05,4e-05,-1e-05,-0.00421,-0.00011,-0.00067
scene-113792265837-easy-00,ideal,20,5.0,11.192,-0.0027,0.0011,11.191,0,0,33.54008,0.00027,0.00019,6e-05,-0.00143,-0.00184,-0.00016
scene-113792265837-easy-00,ideal,21,5.25,11.192,-0.0042,-0.00158,11.193,0,0,33.49044,-0.00049,-0.00077,5e-05,0.00078,-0.00088,-5e-05
scene-113792265837-easy-00,ideal,22,5.5,11.192,-0.0011,-0.00122,11.191,0,0,33.42657,0.00125,0.00095,8e-05,0.00189,0.00179,0.00031
scene-113792265837-easy-00,ideal,23,5.75,11.197,0.0003,0.00065,11.196,0,0,33.33004,-0.00047,3e-05,-4e-05,-0.00422,0.00196,-0.00049
scene-113792265837-easy-00,ideal,24,6.0,11.207,0.0008,-0.00051,11.21,0,0,33.19961,0.00037,0.00013,8e-05,-0.0029,0.00185,-0.00043
scene-113792265837-easy-00,ideal,25,6.25,11.215,-0.0038,0.00055,11.215,0,0,33.03708,-0.00036,0.00067,3e-05,-0.00225,0.00039,-0.00019
scene-113792265837-easy-00,ideal,26,6.5,11.214,-0.003,0.00309,11.216,0,0,32.83242,-0.00022,-0.00075,5e-05,-0.00083,0.00292,-0.00017
scene-113792265837-easy-00,ideal,27,6.75,11.208,-0.0015,0.00135,11.206,0,0,32.59117,0.00075,0.00056,5e-05,-0.00014,0.00667,-0.00014
scene-113792265837-easy-00,ideal,28,7.0,11.202,-0.0012,0.00182,11.203,0,0,32.30605,-3e-05,-0.00027,7e-05,0.00022,0.00446,2e-05
scene-113792265837-easy-00,ideal,29,7.25,11.188,-0.0005,-0.00011,11.192,0,0,31.967,3e-05,0.00023,3e-05,0.00056,-0.00075,1e-05
scene-113792265837-easy-00,ideal,30,7.5,11.148,0.0002,0.00065,11.145,0,0,31.576,0.0007,-0.00048,7e-05,0.00068,0.00021,6e-05
scene-113792265837-easy-00,ideal,31,7.75,11.084,0.0001,0.00148,11.078,0,0,31.14006,0.00028,-0.00018,8e-05,-0.00162,0.00895,-0.00023
scene-113792265837-easy-00,ideal,32,8.0,11.02,-0.0001,0.00072,11.008,0,0,30.66123,-0.00061,-0.00012,-4e-05,-0.00181,0.00593,-0.00012
scene-113792265837-easy-00,ideal,33,8.25,10.964,-0.0016,0.00051,10.971,0,0,30.13061,4e-05,5e-05,1e-05,-0.00063,5e-05,-0.00029
scene-113792265837-easy-00,ideal,34,8.5,10.869,-0.0011,-0.00119,10.862,0,0,29.55404,0.00018,-0.00012,7e-05,0.00284,0.00484,0.00049
scene-113792265837-easy-00,ideal,35,8.75,10.742,-0.0006,-0.00203,10.721,0,0,28.94651,0.00061,0.00034,-4e-05,-0.00186,0.00351,-0.00039
scene-113792265837-easy-00,ideal,36,9.0,10.62,0.0018,-0.00221,10.618,0,0,28.3069,0.0004,-0.00021,5e-05,-0.00211,0.00369,-0.00044
scene-113792265837-easy-00,ideal,37,9.25,10.478,-0.0025,-0.00156,10.46,0,0,27.63889,-0.0004,0.00028,9e-05,0.00157,0.0082,0.00016
scene-113792265837-easy-00,ideal,38,9.5,10.32,-0.0018,0.00374,10.305,0,0,26.95361,0.001,-7e-05,9e-05,0.00128,0.00483,0.00027
scene-113792265837-easy-00,ideal,39,9.75,10.155,0.0012,-0.0005,10.146,0,0,26.24486,-4e-05,-0.00058,2e-05,-0.00435,0.0008,-0.00072
scene-113792265837-easy-00,ideal,40,10.0,9.953,0.0003,-0.00013,9.934,0,0,25.52133,-0.00032,1e-05,3e-05,-0.00131,0.00228,-0.00036
scene-113792265837-easy-00,ideal,41,10.25,9.726,-0.0039,-0.00091,9.703,0,0,24.79216,-2e-05,0.00078,-4e-05,0.00129,0.00316,0.00031
scene-113792265837-easy-00,ideal,42,10.5,9.493,-0.0011,-0.00034,9.47,0,0,24.05683,-0.00074,-8e-05,-9e-05,0.00015,-0.00016,0.00015
scene-113792265837-easy-00,ideal,43,10.75,9.254,0.0017,0.0014,9.233,0,0,23.31691,0.0005,-0.00065,4e-05,0.00098,-0.00055,0.0001
scene-113792265837-easy-00,ideal,44,11.0,9.003,0.0006,0.00114,8.978,0,0,22.58235,0.00012,0.00076,5e-05,0.00123,-0.00062,2e-05
scene-113792265837-easy-00,ideal,45,11.25,8.75,0.0005,0.00047,8.724,0,0,21.86695,0.00073,-0.00097,7e-05,0.00194,-0.0024,0.00027
scene-113792265837-easy-00,ideal,46,11.5,8.5,0.0006,0.00053,8.476,0,0,21.1866,-0.00033,0.00035,-6e-05,-0.0002,-0.00031,9e-05
scene-113792265837-easy-00,ideal,47,11.75,8.251,0.0013,-0.00226,8.224,0,0,20.56022,-0.00052,0.00111,-0.00012,-0.00086,0.00142,-3e-05
scene-113792265837-easy-00,ideal,48,12.0,8.007,0.0003,-0.00058,7.982,0,0,19.99021,-0.00052,-0.00042,-8e-05,0.0007,0.00111,0.00025
scene-113792265837-easy-00,ideal,49,12.25,7.772,0.0,-0.00051,7.749,0,0,19.46407,-0.00029,5e-05,-0.0001,0.00122,0.00085,0.00024
scene-113792265837-easy-00,ideal,50,12.5,7.536,0.0013,0.00168,7.513,0,0,18.97574,0.00042,-0.00043,-0.0001,0.00043,0.00056,7e-05
scene-113792265837-easy-00,ideal,51,12.75,7.294,0.0009,-0.0002,7.27,0,0,18.52949,0.00026,0.0005,0.00012,0.00011,-0.00022,5e-05
scene-113792265837-easy-00,ideal,52,13.0,7.047,0.0,-0.0013,7.022,0,0,18.12736,-0.00067,-0.00034,-0.00015,-0.00179,-0.0051,-2e-05
scene-113792265837-easy-00,ideal,53,13.25,6.795,0.0,-0.00267,6.772,0,0,17.76442,-0.00067,-0.00013,-0.0001,-0.00174,-0.01015,-0.00057
scene-113792265837-easy-00,ideal,54,13.5,6.543,-0.0005,0.00058,6.516,0,0,17.43726,0.00092,0.00011,7e-05,0.00177,-0.01573,0.00023
scene-113792265837-easy-00,ideal,55,13.75,6.306,-0.0018,0.00114,6.278,0,0,17.14507,-0.00042,-0.00071,4e-05,0.00047,-0.01713,0.00091
scene-113792265837-easy-00,ideal,56,14.0,6.103,0.0012,0.00271,6.078,0,0,16.87617,-4e-05,-0.00052,9e-05,-0.00146,-0.00706,-0.00138
scene-113792265837-easy-00,ideal,57,14.25,5.96,0.0012,-0.00318,5.934,0,0,16.59658,0.00075,0.00035,8e-05,0.00678,0.00393,0.00209
scene-113792265837-easy-00,ideal,58,14.5,5.888,-0.002,0.00143,5.877,0,0,16.29429,-9e-05,-0.00066,0.00015,0.00104,0.00489,8e-05
scene-113792265837-easy-00,ideal,59,14.75,5.858,0.0064,-0.00394,5.861,0,0,15.94074,0.00067,-0.00043,0.00015,0.00177,1e-05,0.00038
scene-113792265837-easy-00,ideal,60,15.0,5.815,0.0007,-0.00288,5.814,0,0,15.521,0.00025,-6e-05,4e-05,-0.00462,-0.00059,-0.00043
scene-113792265837-easy-00,ideal,61,15.25,5.743,0.0009,0.00142,5.736,0,0,15.0845,-0.00094,-0.00015,-0.00014,-0.01544,0.00331,-0.00316
scene-113792265837-easy-00,ideal,62,15.5,5.667,-0.0042,-0.0029,5.658,0,0,14.64514,0.00018,0.0,0.00015,-0.02146,0.00537,-0.00604
scene-113792265837-easy-00,ideal,63,15.75,5.598,-0.0141,0.00383,5.593,0,0,14.24799,0.00064,0.00012,-1e-05,-0.02143,0.00281,-0.00644
scene-113792265837-easy-00,ideal,64,16.0,5.517,-0.0224,0.00944,5.513,0,0,13.96644,-0.00018,-0.00081,0.0001,-0.01721,0.00779,-0.0049
scene-113792265837-easy-00,ideal,65,16.25,5.419,-0.0218,0.00661,5.406,0,0,13.81289,-0.00033,0.00062,-8e-05,-0.01749,0.01661,-0.00527
scene-113792265837-easy-00,ideal,66,16.5,5.322,-0.0175,0.01522,5.311,0,0,13.79662,9e-05,-0.00048,3e-05,-0.01135,0.01264,-0.00535
scene-113792265837-easy-00,ideal,67,16.75,5.234,-0.0192,-0.00464,5.237,0,0,13.9499,0.0007,0.00095,5e-05,0.00545,0.01835,-4e-05
scene-113792265837-easy-00,ideal,68,17.0,5.122,-0.0138,0.02245,5.115,0,0,14.26628,0.00039,-0.0003,0.00017,0.01263,0.0241,0.00135
scene-113792265837-easy-00,ideal,69,17.25,5.032,0.0007,-0.01427,5.034,0,0,14.73908,0.0005,-0.00068,0.00016,0.01403,0.00712,0.00463
scene-113792265837-easy-00,ideal,70,17.5,4.959,0.006,0.00931,4.971,0,0,15.33854,-0.00028,-3e-05,1e-05,,,
scene-113792265837-easy-00,ideal,71,17.75,4.83,0.0112,-0.0225,4.82,0,0,16.0422,,,,,,
scene-113792265837-easy-00,official,0,0,1.0,0.2812,0.06016,11.174,0,0,12.16247,0.19625,0.1245,0.3992,0.323,0.306,0.16248
scene-113792265837-easy-00,official,1,0.25,1.75,0.3106,0.05297,11.172,0,0,14.41268,0.22043,0.12233,0.2893,0.34956,0.30456,0.10622
scene-113792265837-easy-00,official,2,0.5,2.5,0.3437,0.02317,11.17,0,0,16.66552,0.2346,0.11834,0.2183,0.35742,0.29645,0.06799
scene-113792265837-easy-00,official,3,0.75,3.25,0.3683,-0.0032,11.175,0,0,18.91588,0.22705,0.11208,0.16208,0.33517,0.28591,0.07227
scene-113792265837-easy-00,official,4,1.0,4.0,0.3672,-0.03006,11.185,0,0,21.16583,0.2024,0.10525,0.14674,0.33067,0.27656,0.05711
scene-113792265837-easy-00,official,5,1.25,4.75,0.3378,-0.01262,11.197,0,0,23.41177,0.19824,0.11035,0.11129,0.30862,0.28333,0.03578
scene-113792265837-easy-00,official,6,1.5,5.5,0.3274,-0.01527,11.203,0,0,25.62888,0.18876,0.10894,0.08568,0.28087,0.28161,0.02189
scene-113792265837-easy-00,official,7,1.75,6.25,0.3097,-0.01822,11.201,0,0,27.59938,0.16427,0.10916,0.0632,0.2379,0.28276,0.05622
scene-113792265837-easy-00,official,8,2.0,7.0,0.282,-0.0282,11.205,0,0,29.29296,0.13368,0.10881,0.08855,0.28076,0.27251,0.03875
scene-113792265837-easy-00,official,9,2.25,7.75,0.2375,0.01707,11.216,0,0,30.70145,0.18318,0.10742,0.0608,0.28887,0.24871,0.01889
scene-113792265837-easy-00,official,10,2.5,8.471,0.2781,0.0031,11.216,0,0,31.80304,0.19284,0.08459,0.05353,0.28826,0.18165,0.01347
scene-113792265837-easy-00,official,11,2.75,9.108,0.2978,-0.00669,11.211,0,0,32.56003,0.17854,0.06114,0.04617,0.26433,0.10917,0.01023
scene-113792265837-easy-00,official,12,3.0,9.656,0.292,-0.01576,11.212,0,0,33.04946,0.15287,0.02654,0.03738,0.2253,0.03064,0.00803
scene-113792265837-easy-00,official,13,3.25,10.103,0.2658,-0.02077,11.208,0,0,33.33624,0.12568,-0.02076,0.02954,0.18624,-0.0439,0.00646
scene-113792265837-easy-00,official,14,3.5,10.449,0.226,-0.01901,11.2,0,0,33.48504,0.10349,-0.04948,0.02353,0.15365,-0.08273,0.00536
scene-113792265837-easy-00,official,15,3.75,10.705,0.1864,-0.01695,11.201,0,0,33.55728,0.08423,-0.04915,0.01901,0.12575,-0.07732,0.00485
scene-113792265837-easy-00,official,16,4.0,10.887,0.1527,-0.0158,11.201,0,0,33.58014,0.06907,-0.0361,0.01577,0.10492,-0.05462,0.00458
scene-113792265837-easy-00,official,17,4.25,11.014,0.1257,-0.01092,11.194,0,0,33.56985,0.05985,-0.02148,0.01378,0.09147,-0.02928,0.00445
scene-113792265837-easy-00,official,18,4.5,11.1,0.1046,-0.00916,11.191,0,0,33.53516,0.05392,-0.00915,0.01265,0.08277,-0.00985,0.00441
scene-113792265837-easy-00,official,19,4.75,11.157,0.0914,-0.00539,11.193,0,0,33.4829,0.04868,0.00045,0.01186,0.0768,0.00553,0.0049
scene-113792265837-easy-00,official,20,5.0,11.193,0.0834,-0.00709,11.191,0,0,33.41389,0.04494,0.00535,0.01153,0.07364,0.01003,0.00636
scene-113792265837-easy-00,official,21,5.25,11.215,0.077,-0.00504,11.198,0,0,33.31116,0.0448,0.0032,0.01223,0.07485,0.00606,0.00777
scene-113792265837-easy-00,official,22,5.5,11.224,0.0732,-0.003,11.211,0,0,33.17555,0.05142,0.00087,0.01462,0.08749,0.00101,0.00902
scene-113792265837-easy-00,official,23,5.75,11.223,0.0754,0.0016,11.216,0,0,33.00507,0.0612,-0.00085,0.01713,0.10209,-0.00702,0.01025
scene-113792265837-easy-00,official,24,6.0,11.211,0.0881,0.00549,11.214,0,0,32.79275,0.06884,-0.00654,0.01952,0.11312,-0.0181,0.01153
scene-113792265837-easy-00,official,25,6.25,11.188,0.1009,0.00521,11.205,0,0,32.54547,0.07432,-0.01543,0.02162,0.12374,-0.03501,0.01276
scene-113792265837-easy-00,official,26,6.5,11.154,0.1134,0.00528,11.202,0,0,32.25321,0.08346,-0.02582,0.02417,0.13777,-0.05803,0.00922
scene-113792265837-easy-00,official,27,6.75,11.107,0.1244,0.00256,11.186,0,0,31.90802,0.08946,-0.03596,0.02147,0.1339,-0.05739,-0.04576
scene-113792265837-easy-00,official,28,7.0,11.025,0.1364,-0.00052,11.136,0,0,31.51411,0.08237,-0.02014,-0.03262,-0.02163,-0.05038,-0.0227
scene-113792265837-easy-00,official,29,7.25,11.02,0.1344,-0.05592,11.067,0,0,31.07625,-0.07157,-0.0286,-0.01037,-0.11717,-0.06521,-0.01396
scene-113792265837-easy-00,official,30,7.5,10.942,-0.0216,-0.03438,11.002,0,0,30.59737,-0.10814,-0.04498,-0.03008,-0.18849,-0.09413,-0.02055
scene-113792265837-easy-00,official,31,7.75,10.82,-0.1144,-0.02079,10.963,0,0,30.06998,-0.14146,-0.05281,-0.03928,-0.23469,-0.11048,-0.02375
scene-113792265837-easy-00,official,32,8.0,10.693,-0.1843,-0.01955,10.849,0,0,29.50118,-0.16472,-0.05659,-0.04714,-0.26857,-0.11892,-0.02587
scene-113792265837-easy-00,official,33,8.25,10.554,-0.2322,-0.00983,10.714,0,0,28.90804,-0.18158,-0.06728,-0.05282,-0.29324,-0.13877,-0.02751
scene-113792265837-easy-00,official,34,8.5,10.404,-0.2663,-0.01125,10.614,0,0,28.28187,-0.18871,-0.07222,-0.05603,-0.30476,-0.14899,-0.02898
scene-113792265837-easy-00,official,35,8.75,10.242,-0.2912,-0.00648,10.458,0,0,27.63432,-0.19429,-0.08038,-0.05859,-0.31179,-0.16366,-0.02997
scene-113792265837-easy-00,official,36,9.0,10.068,-0.3031,0.00119,10.309,0,0,26.97214,-0.19787,-0.09163,-0.06078,-0.31722,-0.18079,-0.03032
scene-113792265837-easy-00,official,37,9.25,9.883,-0.3096,-0.00211,10.157,0,0,26.28911,-0.20034,-0.09239,-0.06257,-0.31978,-0.1805,-0.03105
scene-113792265837-easy-00,official,38,9.5,9.687,-0.3162,-0.00048,9.957,0,0,25.59713,-0.19626,-0.08959,-0.06324,-0.31542,-0.17726,-0.03227
scene-113792265837-easy-00,official,39,9.75,9.481,-0.319,0.00054,9.736,0,0,24.8981,-0.19575,-0.09003,-0.06466,-0.3162,-0.17561,-0.03337
scene-113792265837-easy-00,official,40,10.0,9.269,-0.315,0.00073,9.512,0,0,24.19391,-0.19985,-0.08945,-0.06719,-0.32103,-0.17314,-0.03444
scene-113792265837-easy-00,official,41,10.25,9.051,-0.3149,0.00116,9.287,0,0,23.48554,-0.20093,-0.08555,-0.06948,-0.32247,-0.16602,-0.03542
scene-113792265837-easy-00,official,42,10.5,8.829,-0.3191,0.00092,9.046,0,0,22.77797,-0.20258,-0.08133,-0.07188,-0.32531,-0.15758,-0.03615
scene-113792265837-easy-00,official,43,10.75,8.604,-0.3219,7e-05,8.798,0,0,22.08423,-0.20437,-0.07723,-0.07391,-0.32645,-0.15008,-0.03628
scene-113792265837-easy-00,official,44,11.0,8.378,-0.325,0.00244,8.561,0,0,21.4175,-0.20529,-0.07346,-0.07568,-0.32605,-0.14374,-0.03568
scene-113792265837-easy-00,official,45,11.25,8.152,-0.3254,0.00174,8.319,0,0,20.79426,-0.2035,-0.07014,-0.07633,-0.32027,-0.13756,-0.03436
scene-113792265837-easy-00,official,46,11.5,7.928,-0.3248,0.00522,8.08,0,0,20.22602,-0.19737,-0.06939,-0.07533,-0.30875,-0.13432,-0.032
scene-113792265837-easy-00,official,47,11.75,7.706,-0.3195,0.00691,7.853,0,0,19.70046,-0.18899,-0.0684,-0.07286,-0.29108,-0.12198,-0.09701
scene-113792265837-easy-00,official,48,12.0,7.489,-0.3078,0.00997,7.628,0,0,19.21264,-0.17544,-0.05767,-0.13709,-0.38971,-0.09995,-0.09348
scene-113792265837-easy-00,official,49,12.25,7.307,-0.2912,-0.05601,7.397,0,0,18.76031,-0.28394,-0.02882,-0.13165,-0.48317,-0.04931,-0.06521
scene-113792265837-easy-00,official,50,12.5,7.136,-0.3899,-0.05102,7.157,0,0,18.34874,-0.33454,-0.0162,-0.13565,-0.52296,-0.02475,-0.05623
scene-113792265837-easy-00,official,51,12.75,6.934,-0.4793,-0.02182,6.913,0,0,17.97649,-0.34023,-0.0101,-0.14002,-0.5183,-0.00952,-0.05217
scene-113792265837-easy-00,official,52,13.0,6.733,-0.5211,0.0038,6.661,0,0,17.63583,-0.32174,0.00205,-0.13775,-0.48359,0.00617,-0.08839
scene-113792265837-easy-00,official,53,13.25,6.553,-0.5176,0.02291,6.412,0,0,17.32621,-0.28833,0.01065,-0.16894,-0.49267,0.03618,-0.07548
scene-113792265837-easy-00,official,54,13.5,6.356,-0.4842,-0.00546,6.183,0,0,17.04699,-0.31459,0.04911,-0.15043,-0.4854,0.07514,-0.07255
scene-113792265837-easy-00,official,55,13.75,6.264,-0.4927,0.01138,6.001,0,0,16.78103,-0.29807,0.03389,-0.15648,-0.47254,0.05896,-0.13065
scene-113792265837-easy-00,official,56,14.0,6.091,-0.4861,0.00682,5.897,0,0,16.49164,-0.29461,0.02732,-0.21064,-0.54726,0.05565,-0.12688
scene-113792265837-easy-00,official,57,14.25,6.013,-0.4726,-0.04167,5.868,0,0,16.18001,-0.37129,0.03999,-0.20715,-0.61481,0.07504,-0.069
scene-113792265837-easy-00,official,58,14.5,5.973,-0.5478,-0.0504,5.841,0,0,15.81459,-0.40931,0.04206,-0.17512,-0.59323,0.06553,-0.05877
scene-113792265837-easy-00,official,59,14.75,5.909,-0.6174,0.01231,5.774,0,0,15.42789,-0.36385,0.01072,-0.17637,-0.54268,0.01291,-0.04811
scene-113792265837-easy-00,official,60,15.0,5.797,-0.5953,0.03605,5.689,0,0,15.01802,-0.30889,-0.00837,-0.14537,-0.45035,-0.02032,-0.01899
scene-113792265837-easy-00,official,61,15.25,5.688,-0.5424,0.0622,5.623,0,0,14.6128,-0.23112,-0.02607,-0.09644,-0.32169,-0.0391,0.05359
scene-113792265837-easy-00,official,62,15.5,5.572,-0.4505,0.09863,5.553,0,0,14.27507,-0.13649,-0.02559,0.00082,-0.11979,-0.05273,0.13213
scene-113792265837-easy-00,official,63,15.75,5.5,-0.3231,0.17239,5.456,0,0,14.02739,0.01532,-0.02982,0.10872,0.14724,-0.07116,0.19943
scene-113792265837-easy-00,official,64,16.0,5.378,-0.1221,0.22974,5.355,0,0,13.84269,0.20142,-0.01967,0.22263,0.44227,-0.05709,0.25386
scene-113792265837-easy-00,official,65,16.25,5.235,0.1409,0.28377,5.275,0,0,13.75206,0.40144,0.01951,0.34531,0.74768,0.00286,0.30148
scene-113792265837-easy-00,official,66,16.5,5.092,0.4359,0.28807,5.192,0,0,13.78956,0.57784,0.06686,0.45766,1.01084,0.08045,0.34111
