source,route,seed,arm,step,t,speed,speed_3d,steer,b_shadow_steer,plan_k_right,k_cmd_right,k_ach_right,k_nom_right,k_ack_right,k_unscaled_right,replay_diff,reason,yaw_rate_right,world_x,world_y,yaw_deg
W2,25381,1,B,202,10.150000151246786,7.407234726841928,7.4851196512395815,-0.18667718768119812,-0.1866771906283167,0.06555842474473277,nan,-0.0735531528119331,-0.07139802276538253,-0.06755642943023309,-0.08114313046800223,nan,,-0.5448254677772618,-67.29444885253906,-206.61355590820312,163.08372497558594
W2,25381,1,B,203,10.200000151991844,7.477798053517836,7.549911681613533,-0.1450476348400116,-0.1450476422905922,0.06223014169325104,nan,-0.07831820210516613,-0.055134557116614746,-0.05281533447900979,-0.06260774401984598,nan,,-0.5856476992570278,-67.64098358154297,-206.4768524169922,161.4375
W2,25381,1,B,204,10.250000152736902,7.533794443806664,7.599141108635111,-0.1319701075553894,-0.13197010864814124,0.05315585310845262,nan,-0.05513559766002206,-0.05006348268685749,-0.04814384041165462,-0.056859045921571635,nan,,-0.41538025930703387,-67.98788452148438,-206.3332977294922,160.03997802734375
W2,25381,1,B,205,10.30000015348196,7.567470744714299,7.628227867630136,-0.0741666629910469,-0.07416666108700964,0.05049214974303475,nan,-0.05979526244669182,-0.027995487878247783,-0.027384886882342443,-0.03176415785918897,nan,,-0.4524988992378539,-68.33441162109375,-206.18389892578125,158.7705078125
W2,25381,1,B,287,14.400000214576721,9.673426210439889,9.675017035306876,0.11046546697616577,0.11046546925273207,-0.03276104995456733,nan,0.022417114735977173,0.04089913943223658,0.039608913932540034,0.04746923907760692,nan,,0.21685030524943985,-101.28721618652344,-204.2341766357422,-175.15631103515625
W2,25381,1,B,288,14.45000021532178,9.652241476318281,9.655203520377176,0.09950318187475204,0.09950318112141554,-0.03315141766817625,nan,0.036457251397919097,0.0368170306792592,0.03576820239576917,0.0427092054545973,nan,,0.35189419405555733,-101.76703643798828,-204.28775024414062,-174.29844665527344
W2,25381,1,B,289,14.500000216066837,9.635338097502371,9.638498421894397,0.15296509861946106,0.15296510556505788,-0.04088316381778597,nan,0.03047343672613496,0.05689495292594656,0.05442857718191827,0.06610397840261911,nan,,0.2936218658491561,-102.24498748779297,-204.34976196289062,-173.38735961914062
W2,25381,1,B,290,14.550000216811895,9.599160443000596,9.604882159997045,0.1579933613538742,0.1579933596402407,-0.04396758572028179,nan,0.047348559913745474,0.058822307831989246,0.05618986722132121,0.06833099144213343,nan,,0.45450642335706926,-102.71997833251953,-204.4226531982422,-172.265869140625
W2,25381,1,B,291,14.600000217556953,9.556992148050622,9.564379878186,0.18227478861808777,0.18227478723559115,-0.037352183098156064,nan,0.04607963898765201,0.06810473873419706,0.06460066805926426,0.07916398298747707,nan,,0.44038274798999755,-103.19088745117188,-204.50791931152344,-170.9783172607422
W2,25381,1,B,292,14.650000218302011,9.500687860112906,9.51003352060215,0.1760905236005783,0.17609052530593344,-0.04116064935994633,nan,0.060922813539502865,0.06577847315127401,0.06250393779429228,0.07639188089131241,nan,,0.5788086349986771,-103.65667724609375,-204.6059112548828,-169.46835327148438
W2,25381,1,B,293,14.70000021904707,9.440281421192005,9.449989113255468,0.15728898346424103,0.1572889760757486,-0.04425787856401773,nan,0.05608962786881434,0.05865393321970171,0.056036206050447845,0.06801870489138649,nan,,0.5295018718915413,-104.11664581298828,-204.7162628173828,-167.88990783691406
W2,25381,1,B,294,14.750000219792128,9.411945783268592,9.420032245718614,0.1345769762992859,0.134576969254348,-0.04704331928393621,nan,0.062325982429500555,0.050074364343680774,0.048153903487616036,0.05800250979669543,nan,,0.5866087675154101,-104.57147216796875,-204.83709716796875,-166.2786102294922
W2,25381,1,B,295,14.800000220537186,9.407916786434045,9.414199265052227,0.10729975998401642,0.1072997572686937,-0.049736924805521665,nan,0.049324335270232535,0.03982777678665014,0.03860324956095176,0.04609292693554506,nan,,0.4640392417685215,-105.023193359375,-204.96788024902344,-164.81539916992188
W2,25381,1,B,297,14.900000222027302,8.852195380194567,8.85292920461268,0.10140874236822128,0.10140874188807276,-0.04974475303616667,nan,0.025517607089552394,0.0378429494322729,0.0367357337886093,0.04353546941064942,nan,,0.22588684359175584,-105.8976058959961,-205.24075317382812,-162.58218383789062
W2,25381,1,B,298,14.95000022277236,8.528576664334132,8.530604659429468,0.08368929475545883,0.08368929147720336,-0.04316337691628205,nan,0.036443178623896955,0.03129672270197972,0.030535584335770135,0.03586945240704752,nan,,0.310808442785928,-106.30696868896484,-205.3769073486328,-161.82171630859375
W2,25381,1,B,299,15.000000223517418,8.265582271920518,8.26804747073722,0.06264015287160873,0.06264015624920526,-0.037691070756000256,nan,0.02720014157252944,0.023461288591549893,0.023030938388886073,0.026806465610213024,nan,,0.22482500797562763,-106.70047760009766,-205.51657104492188,-161.0743408203125
W2,25381,1,C,181,9.100000135600567,2.9225790951503408,2.9462357682569587,0.030737975612282753,-0.05126929236782921,-0.12024690022381491,0.012437526562129427,0.009261392520270204,0.012443046672014192,0.012320942869022642,0.013134611221929361,6.591949208711867e-17,tracking,0.027067152171723428,-61.81310272216797,-207.57827758789062,-179.12228393554688
W2,25381,1,C,182,9.150000136345625,3.09396129670824,3.119150394235097,0.035965681076049805,-0.07855023470189837,-0.12362393397496813,0.014507236466543616,0.0122428936138812,0.014514074743669957,0.01434821320375603,0.015371125090060446,4.163336342344337e-17,tracking,0.03787903900106491,-61.9654655456543,-207.5830841064453,-179.02198791503906
W2,25381,1,C,183,9.200000137090683,3.27156659185906,3.298338330446882,0.013597664423286915,-0.06299863080183665,-0.12174252338304613,0.005463386926018729,0.014221570239974675,0.005466113715767108,0.005442420214095336,0.005808205991119957,4.5102810375396984e-17,tracking,0.04652681408087818,-62.12641525268555,-207.58888244628906,-178.89527893066406
W2,25381,1,C,184,9.250000137835741,3.4748037697514347,3.502720654307452,-0.0023779580369591713,-0.08435125258233812,-0.096360118610956,-0.0009516163414680964,0.0065225318576639475,-0.0009521223208372293,-0.0009514008566113849,-0.0010156478297889918,1.0842021724855044e-17,tracking,0.022664518287334512,-62.296897888183594,-207.59417724609375,-178.809814453125
W2,25381,1,C,185,9.300000138580799,3.668664496416809,3.6979100457162493,0.0008324326481670141,-0.08486020757092369,-0.08977285802286497,0.00033187355911108,-0.00011169449501202675,0.00033206043062043977,0.0003319726339739706,0.0003555387909516735,8.239936510889834e-18,tracking,-0.0004097696282958269,-62.47724533081055,-207.5984344482422,-178.7903289794922
W2,25381,1,C,186,9.350000139325857,3.852271898902486,3.882971323960529,-0.018490437418222427,-0.11129627876811558,-0.0680839685657898,-0.007346526235119901,0.00020666469607629135,-0.00735088360064845,-0.007308097530675036,-0.00789875798231019,3.469446951953614e-17,tracking,0.00079612860118992,-62.66685104370117,-207.60267639160156,-178.78688049316406
W2,25381,1,C,187,9.400000140070915,4.025533397686965,4.057710695602215,-0.02818719670176506,-0.11983573728137546,-0.04969954200541022,-0.011163497008119439,-0.0063406967965335004,-0.011170437760134995,-0.011071934137349176,-0.012043739388407066,2.42861286636753e-17,tracking,-0.02552468671905236,-62.86514663696289,-207.60574340820312,-178.8371124267578
W2,25381,1,C,188,9.450000140815973,4.1947649263612075,4.2285526433701515,-0.019880717620253563,-0.1900154283311632,-0.036080717973238544,-0.007846300862235244,-0.010480865197227244,-0.007851398149935268,-0.00780260653141217,-0.00849288432551011,1.0408340855860843e-17,tracking,-0.04396476572724868,-63.07188034057617,-207.60745239257812,-178.9462127685547
W2,25381,1,C,189,9.500000141561031,4.363566943142884,4.398619982048128,-0.03278835117816925,-0.11517004079288906,-0.0405593061381476,-0.012901337052006101,-0.008268182324555017,-0.012910085722523978,-0.012778692171182904,-0.014011663647155117,4.163336342344337e-17,tracking,-0.03607876707130656,-63.28697204589844,-207.60899353027344,-179.055908203125
W2,25381,1,C,195,9.80000014603138,5.02346649130012,5.063757933117167,-0.041523534804582596,-0.27679587993356913,0.03699362759502066,-0.016130046226518143,-0.00419901540571332,-0.016142849567251448,-0.015937935962274673,-0.01775026505894047,1.3877787807814457e-17,tracking,-0.021093613187053842,-64.73506164550781,-207.60536193847656,-179.82102966308594
W2,25381,1,C,196,9.850000146776438,5.061524418533025,5.102615975917988,-0.041420627385377884,-0.28737515813774533,0.032560389223804734,-0.016077768836270396,-0.012065372163059286,-0.01609064140823019,-0.015887042738153175,-0.017706199444636122,1.6653345369377348e-16,tracking,-0.06106917582201319,-64.98407745361328,-207.60292053222656,-179.94386291503906
W2,25381,1,C,197,9.900000147521496,5.2242557633293485,5.266899321809411,-0.11673711985349655,-0.2557772892713547,0.05240505615030139,-0.04538591946045979,-0.01565559159394404,-0.04542382372132446,-0.043837865980445596,-0.05020019494299875,4.0245584642661925e-16,tracking,-0.08178881461299266,-65.24382781982422,-207.5982208251953,179.8427734375
W2,25381,1,C,198,9.950000148266554,5.104229634286762,5.147969664820573,-0.10724880546331406,-0.26749831365214455,0.07494206486734538,-0.04176181863676674,-0.02927550891145344,-0.0417957171843292,-0.04044923500214353,-0.04607078570796116,2.914335439641036e-16,tracking,-0.14942892014466683,-65.50069427490234,-207.58981323242188,179.50088500976562
W2,25381,1,C,199,10.000000149011612,5.060135911101585,5.105532500677401,-0.1468123346567154,-0.3046641546487808,0.06739391060922484,-0.057457248054954606,-0.03838969255058678,-0.05750378013422403,-0.0549855052641401,-0.06338593667842782,5.551115123125783e-17,tracking,-0.19425706189137318,-65.75370788574219,-207.57675170898438,178.99124145507812
W2,25381,1,C,200,10.05000014975667,5.005490907748623,5.053007285034337,-0.17893843352794647,-0.38896272119548586,0.07705191286806762,-0.07041536691076263,-0.047289936603204595,-0.07047209039445225,-0.06672687780123635,-0.07766730188273495,3.608224830031759e-16,tracking,-0.2367093476953494,-66.00407409667969,-207.55897521972656,178.3518524169922
W2,25381,1,C,201,10.100000150501728,4.985510991227494,5.037780911661757,-0.22321942448616028,-0.3508370829953088,0.08655046074074652,-0.08854015138654366,-0.060648739449356434,-0.08861087301527941,-0.08276948839661921,-0.09777484549949336,4.996003610813204e-16,tracking,-0.302364957128859,-66.25167083740234,-207.534912109375,177.54476928710938
W2,25381,1,C,203,10.200000151991844,5.4587238114547105,5.535713595758348,-0.2534526288509369,-0.41448613193300027,0.0734706166690975,-0.10014421203377798,-0.08928839549731489,-0.10023377847130167,-0.09282356273252707,-0.11184956104821096,3.885780586188048e-16,tracking,-0.48740069058777835,-66.75516510009766,-207.45651245117188,175.23619079589844
W2,25381,1,C,204,10.250000152736902,5.907528002623828,5.992325886407652,-0.3048856556415558,-0.3885400159491433,0.0702332956211493,-0.12127268855725426,-0.08953686593838561,-0.12133201132265763,-0.11064029923653135,-0.136595763403775,2.220446049250313e-16,tracking,-0.5289415427981886,-67.03909301757812,-207.3992462158203,173.73973083496094
W2,25381,1,C,205,10.30000015348196,6.131540079481995,6.226211061222177,-0.317813903093338,-0.381914324760437,0.06665783350499321,-0.12653536166537213,-0.10345635637368705,-0.12659875125453246,-0.11500304323156817,-0.14300058065799784,6.661338147750939e-16,tracking,-0.6343467955824348,-67.33504486083984,-207.3290252685547,172.0570526123047
W2,25381,1,C,207,10.400000154972076,6.286286040341617,6.386022587067947,-0.28712478280067444,-0.10447889784971873,0.06681649425848804,-0.11324384571480729,-0.11819751823293244,-0.11329739741680521,-0.10392009374837567,-0.12792399856059578,5.551115123125783e-17,tracking,-0.743023408870707,-67.93285369873047,-207.15243530273438,168.2204132080078
W2,25381,1,C,208,10.450000155717134,6.408052306633185,6.502379138749175,-0.29095643758773804,-0.37641893406709037,0.07413688644523028,-0.11471074247802955,-0.09836775650024508,-0.11476439827068038,-0.10515298388986562,-0.12978285764096448,1.1102230246251565e-16,tracking,-0.630345728939727,-68.23418426513672,-207.04808044433594,166.2694091796875
W2,25381,1,C,209,10.500000156462193,6.547090778555186,6.6394699413988505,-0.2801677882671356,-0.2956192329857084,0.06906510594529859,-0.11001144975918076,-0.11037723241068068,-0.11006221658208712,-0.10119183611771557,-0.12456510851294408,3.885780586188048e-16,tracking,-0.7226497604784101,-68.5383071899414,-206.93240356445312,164.281005859375
W2,25381,1,C,210,10.55000015720725,6.682308946961415,6.772452552259265,-0.23870596289634705,-0.05952702204386392,0.0779954449535851,-0.09277534308087734,-0.09423421073184902,-0.09281709926157053,-0.08642798169730424,-0.10494546505055842,3.0531133177191805e-16,tracking,-0.6297021094832821,-68.8449478149414,-206.8046112060547,162.35047912597656
W2,25381,1,C,211,10.600000157952309,6.84352349283133,6.925210425635237,-0.215510755777359,-0.2578085842397478,0.06718506287184292,-0.08326228921389542,-0.09706589557959266,-0.08329960472349192,-0.07811701200811653,-0.09423409177720733,8.326672684688674e-16,tracking,-0.6642727367516551,-69.15538787841797,-206.66671752929688,160.47018432617188
W2,25381,1,C,212,10.650000158697367,6.981107749544762,7.056021990061229,-0.17068302631378174,-0.06770161628723145,0.08178936694901386,-0.06539430874207183,-0.07613798906639566,-0.06542285313604322,-0.06218275647580737,-0.07397546687239781,7.494005416219807e-16,tracking,-0.5315275055061691,-69.46908569335938,-206.51898193359375,158.77774047851562
W2,25381,1,C,213,10.700000159442425,7.103202870324315,7.168161677249132,-0.12681488692760468,-0.09418148795763653,0.06556344221228566,-0.0482760107608492,-0.07642972956292005,-0.048296642574605954,-0.04650768445011384,-0.054601247680089775,2.7755575615628914e-17,tracking,-0.5428958744094449,-69.78594970703125,-206.3636932373047,157.22787475585938
W2,25381,1,C,214,10.750000160187483,7.204994485511453,7.261323352510445,-0.0701097846031189,-0.08810594518979392,0.06456036810587733,-0.026545318188006258,-0.04970494119157334,-0.02655638793377595,-0.026006332286217657,-0.03001789990694057,5.134781488891349e-16,tracking,-0.35812382718795704,-70.10565948486328,-206.20301818847656,155.9824981689453
W2,25381,1,C,215,10.800000160932541,7.288624966231065,7.336710487707137,-0.03249938413500786,-0.08157663265864054,0.061716432537365216,-0.0122761599313289,-0.04499744302735625,-0.012281214873319892,-0.012162251349228017,-0.013888046984108112,9.020562075079397e-17,tracking,-0.3279694866657487,-70.42900085449219,-206.03982543945312,155.00425720214844
W2,25381,1,C,216,10.850000161677599,7.352384117368782,7.396211915999374,-0.009029604494571686,-0.07486589988072714,0.05484559524050826,-0.00340729254198152,-0.01713309684642871,-0.003408695835663542,-0.003399466773582106,-0.0038567730431750932,1.6306400674181987e-16,tracking,-0.1259691091350236,-70.7554931640625,-205.87535095214844,154.4050750732422
W2,25381,1,C,217,10.900000162422657,7.38682299823502,7.4284956758019165,0.003910095430910587,-0.06902581055959064,0.03436786511619848,0.001474907068967402,-0.018487548150697777,0.0014755141059492726,0.001473782156641878,0.0016700458599582862,4.787836793695988e-16,tracking,-0.13656424586055166,-71.08450317382812,-205.7107696533203,154.01905822753906
W2,25381,1,C,291,14.600000217556953,8.986934360049045,8.988568247334909,0.0935448408126831,0.18183347001878755,-0.034130689522506585,0.034839158315162704,0.017778700756338413,0.034839160758318305,0.03389855551832551,0.04012861723163098,4.163336342344337e-17,tracking,0.15977601670416763,-102.00043487548828,-204.16598510742188,-177.89920043945312
W2,25381,1,C,292,14.650000218302011,8.934740733521052,8.937367139758013,0.10918503254652023,0.19708384680665203,-0.03805450245184576,0.04073503263809083,0.03304580297228727,0.0407350343893169,0.03945497997626637,0.04691238996070698,3.0531133177191805e-16,tracking,0.2952556818884061,-102.44725036621094,-204.1940460205078,-177.20008850097656
W2,25381,1,C,293,14.70000021904707,8.87760006246276,8.88148431646324,0.11472954601049423,0.19908502841575276,-0.03999320814748092,0.042849301315218524,0.029439738435984793,0.042849304982231835,0.041435231216266605,0.049325369861948784,2.7755575615628914e-17,tracking,0.2613542237781859,-102.8907470703125,-204.2299041748047,-176.40390014648438
W2,25381,1,C,294,14.750000219792128,8.822915109386962,8.827360827462414,0.11383895576000214,0.19717612233012916,-0.04041825425438614,0.042537686987067426,0.042823437914081545,0.04253768782588226,0.04114377214869157,0.0489374786436764,9.71445146547012e-17,tracking,0.3778275574080445,-103.33079528808594,-204.2731475830078,-175.4497833251953
W2,25381,1,C,295,14.800000220537186,8.76202005449128,8.766765457856849,0.12671247124671936,0.2131583457740231,-0.041341504655907024,0.04743403186858528,0.0350282045510852,0.04743403455716831,0.04570726716915688,0.05455643894632316,1.942890293094024e-16,tracking,0.30691783074943124,-103.76714324951172,-204.32379150390625,-174.48609924316406
W2,25381,1,C,296,14.850000221282244,8.695545762304862,8.700927774719764,0.127061128616333,0.20915306289990743,-0.043728839350848106,0.04759922488223032,0.048031375810109946,0.04759922381534059,0.04586062894488488,0.05470899009374056,1.1102230246251565e-16,tracking,0.4176590263832738,-104.19918060302734,-204.38226318359375,-173.4122314453125
W2,25381,1,C,297,14.900000222027302,8.635272377304572,8.641116660591848,0.147908017039299,0.2269552289115058,-0.04607869060870794,0.05556539987117264,0.03983511895184905,0.05556539348924991,0.053210557212513464,0.0638694135600758,5.551115123125783e-17,tracking,0.34398710233154395,-104.6268539428711,-204.44900512695312,-172.33944702148438
W2,25381,1,C,298,14.95000022277236,8.574663242924476,8.581821983078886,0.17365776002407074,0.24254089372025595,-0.04808595130722129,0.06548850608799549,0.054333803403086946,0.06548849999617047,0.06224205902417889,0.07530391708202418,4.718447854656915e-16,tracking,0.46589406688873447,-105.04994201660156,-204.5248260498047,-171.13809204101562
W2,25381,1,C,299,15.000000223517418,8.507580395999515,8.517433539074545,0.149155855178833,0.21375832862324184,-0.048521128666397156,0.05611723581565731,0.05105344257373699,0.05611722856586499,0.053716397457294465,0.06442031834482377,4.996003610813204e-16,tracking,0.4343412671886119,-105.46763610839844,-204.61170959472656,-169.84823608398438
W2,25381,1,C,300,15.050000224262476,8.461157802504324,8.469841468325308,0.16107235848903656,0.220264532301161,-0.04819705821056666,0.06071641795551582,0.060317376666437654,0.06071640694154974,0.05791574169554401,0.0696973078177954,1.0824674490095276e-15,tracking,0.5103548422078212,-105.88069915771484,-204.70718383789062,-168.47573852539062
W2,25381,1,C,301,15.100000225007534,8.409525038881341,8.41908059135173,0.14892578125,0.20367601580089992,-0.049055163040897076,0.05608677945007414,0.051661418612898066,0.056086768206165045,0.05368848703285663,0.06431872041325046,4.163336342344337e-16,tracking,0.43444799336929685,-106.28892517089844,-204.81201171875,-167.14149475097656
W2,25381,1,C,302,15.150000225752592,8.366486657212173,8.375158504149697,0.12193260341882706,0.17429833855893875,-0.05049990415932477,0.04581263951688012,0.060804076984475736,0.045812632726973126,0.04419989048970239,0.052467080526007584,7.216449660063518e-16,tracking,0.508716498794718,-106.69247436523438,-204.9252166748047,-165.77166748046875
W2,25381,1,C,303,15.20000022649765,8.331041578590913,8.337821718488977,0.12114986032247543,0.17044133716159396,-0.05155044658644256,0.045532010821804754,0.04463021022400791,0.04553200335530869,0.043938614999575874,0.05212528342387756,5.551115123125783e-16,tracking,0.3718161370374632,-107.09204864501953,-205.045166015625,-164.55679321289062
W2,25381,1,C,304,15.250000227242708,8.292028515381066,8.298016275843388,0.11594931781291962,0.15298786156707342,-0.04938012981463265,0.043574518072633024,0.05264643802782322,0.04357451191829829,0.04211298417095429,0.049856827610448386,4.440892098500626e-16,tracking,0.43654576535995226,-107.48762512207031,-205.17166137695312,-163.38449096679688
W2,25381,1,C,305,15.300000227987766,8.254829417917154,8.260516640275895,0.09486091881990433,0.12603305094771913,-0.04821021851150978,0.03560233070277793,0.039378033723431335,0.03560232367871725,0.034620639159622,0.04069823666813104,3.3306690738754696e-16,tracking,0.32505895119991474,-107.87897491455078,-205.30496215820312,-162.3284454345703
W2,25381,1,C,306,15.350000228732824,8.224948948803647,8.22917392954433,0.07158652693033218,0.09546475513113867,-0.042088063585064575,0.026835635536688104,0.04541396183350085,0.026835631767685265,0.026274069796488095,0.030653377820153246,1.3877787807814457e-17,tracking,0.3735275176434617,-108.26688385009766,-205.44322204589844,-161.32159423828125
W2,25381,1,C,307,15.400000229477882,8.202974095558046,8.205830908313986,0.06565873324871063,0.08039398334920403,-0.03480779492169792,0.02461139351676259,0.027412803865964376,0.02461139114959891,0.024138239593146996,0.0281036786880189,6.800116025829084e-16,tracking,0.22486651999911925,-108.65206146240234,-205.58531188964844,-160.51638793945312
W2,25381,1,C,411,20.60000030696392,7.726911309763808,7.727490143455913,-0.02941323257982731,-0.051387850874000135,-0.03145339306289086,-0.0110645560431651,-0.019428380797888296,-0.011064555913502423,-0.010967902745115454,-0.012568038101270641,7.979727989493313e-17,tracking,-0.15012137531760106,-150.25828552246094,-207.20376586914062,175.49830627441406
W2,25381,1,D,179,9.00000013411045,2.6828403177105837,2.7051484653140605,0.029231401160359383,-0.05369249443213145,-0.1442268157430744,0.011728934275778483,0.015171252550703822,0.011886630598787654,0.011775153957036662,0.012490276688685477,0.00010395608026248296,tracking,0.040702048013197746,-61.59383010864258,-207.58157348632812,-179.1703643798828
W2,25381,1,D,180,9.050000134855509,2.8078156152641327,2.8308595892582207,0.012825999408960342,-0.05844276093774372,-0.12524690784978462,0.005127460954277574,0.01245767281207307,0.005201604876830733,0.00518014447997894,0.005478535757390517,0.00012556645824227455,tracking,0.03497884825159021,-61.732913970947266,-207.5862274169922,-179.06333923339844
W2,25381,1,D,181,9.100000135600567,2.9516552578764217,2.9754277965859304,0.01885652169585228,-0.07210220161411499,-0.1182005833475902,0.007533220479453442,0.006008496128694906,0.0076270863673546345,0.007581034667704922,0.008055196928199978,0.00011121450495746657,tracking,0.017735009190192445,-61.87876892089844,-207.59027099609375,-178.99656677246094
W2,25381,1,D,182,9.150000136345625,3.120203528125186,3.1453337581106227,0.013045732863247395,-0.06520713378985724,-0.11574572075848472,0.005223042724303227,0.00754717801241543,0.005259393588616331,0.005237454707764556,0.005572409125594207,2.986227247771603e-05,tracking,0.02354873146172745,-62.03245544433594,-207.5946502685547,-178.93218994140625
W2,25381,1,D,183,9.200000137090683,3.2967293014946795,3.323157673231887,0.010365142486989498,-0.0688504049844212,-0.11155538278819332,0.004124725766482886,0.0055717691884777185,0.004164527280607084,0.004150759883523272,0.004427272244963431,6.0036212593655644e-05,tracking,0.018368614744819725,-62.19467544555664,-207.59909057617188,-178.8745880126953
W2,25381,1,D,184,9.250000137835741,3.4980970993690206,3.526069615530499,-0.0022178778890520334,-0.08681893457969031,-0.10597586149544094,-0.0008342540239639493,0.004392125701383447,-0.0008876295816507336,-0.0008870025129354762,-0.0009472757740878159,0.00013086316383523157,tracking,0.015364082176073563,-62.36637878417969,-207.60366821289062,-178.82733154296875
W2,25381,1,D,185,9.300000138580799,3.689998666921285,3.719407505187504,-0.02086488902568817,-0.1056958959168858,-0.0750305190540142,-0.008272411205120579,-0.0002383210088793651,-0.008321226907086596,-0.008266441552014147,-0.0089134924057918,2.6992696031437335e-05,tracking,-0.0008794042050641929,-62.547821044921875,-207.607666015625,-178.8162078857422
W2,25381,1,D,186,9.350000139325857,3.8713272869528175,3.9023161736539667,-0.02012101747095585,-0.1109198401702775,-0.06002522856418811,-0.007941226553412293,-0.0073383757502003474,-0.007996389471394812,-0.007945784956906373,-0.00859557962941263,3.7889910881050426e-07,tracking,-0.02840925428366346,-62.738426208496094,-207.6102752685547,-178.87384033203125
W2,25381,1,D,187,9.400000140070915,4.044523360793717,4.07696545430984,-0.021816376596689224,-0.11156436102257836,-0.05104874244270417,-0.008577452432225501,-0.007930468850351178,-0.008641348956702403,-0.008582282237037856,-0.009320156811299966,1.2632975751949993e-06,tracking,-0.032074966527292234,-62.93769836425781,-207.61224365234375,-178.96145629882812
W2,25381,1,D,188,9.450000140815973,4.214072957079561,4.247940365325066,-0.02424050308763981,-0.11083565152353711,-0.05595791681755251,-0.009553492133378838,-0.008523819417248509,-0.009570370092799069,-0.009497973487554077,-0.010356341437830935,0.0001586215624444151,tracking,-0.035919996897256605,-63.14539337158203,-207.6137237548828,-179.06137084960938
W2,25381,1,D,189,9.500000141561031,4.38232174465191,4.41761664787126,-0.023306390270590782,-0.2089651899536451,-0.03332451988398513,-0.009055901905211714,-0.009369820116035679,-0.009171232843485567,-0.009104728009654018,-0.009957037552592718,0.00011005837618323008,tracking,-0.041061566437980035,-63.36144256591797,-207.61463928222656,-179.1754608154297
W2,25381,1,D,193,9.700000144541264,5.014513991604981,5.0553732471557975,-0.02733641304075718,-0.1556927628980743,0.03078754727848185,-0.010424738889995126,-0.006679678777408141,-0.010625016766420846,-0.010535859221783888,-0.011679944475711546,0.0002688805862374778,tracking,-0.03349534268873998,-64.30626678466797,-207.6132354736328,-179.6987762451172
W2,25381,1,D,194,9.750000145286322,5.141896561250454,5.183654727448971,-0.029203591868281364,-0.278636449277401,0.03462712534307422,-0.011227411529694975,-0.011453417321704044,-0.011322609208139288,-0.01122141569217511,-0.012478383969495329,3.9589438653765685e-05,tracking,-0.058892287141036406,-64.5611572265625,-207.61141967773438,-179.83706665039062
W2,25381,1,D,195,9.80000014603138,5.043388025786764,5.08422677962098,-0.03815217688679695,-0.28671176973316403,0.0322041506417131,-0.014654315624447144,-0.012075515251663806,-0.01482469230758358,-0.014651697862052384,-0.01630691254384708,3.726450261130887e-05,tracking,-0.060901509025446686,-64.81501007080078,-207.6086883544922,-179.98989868164062
W2,25381,1,D,196,9.850000146776438,5.077980947690202,5.11930109997237,-0.06224202364683151,-0.29494230624702245,0.04027812833416089,-0.023744692803817673,-0.014404940554090997,-0.02419269597500166,-0.02373535665021309,-0.026635427980158957,7.483385062976439e-05,tracking,-0.07314801368628403,-65.06495666503906,-207.60491943359375,179.81484985351562
W2,25381,1,D,197,9.900000147521496,5.211669538494396,5.255138477019129,-0.13935069739818573,-0.26360237820280924,0.06116717509982999,-0.052220189589021436,-0.022673798337503454,-0.05436645731196538,-0.05211008216011884,-0.06009958335002075,0.00041734326819176104,tracking,-0.11816834411753163,-65.32463073730469,-207.59739685058594,179.5162811279297
W2,25381,1,D,198,9.950000148266554,5.088849701190968,5.134123515269681,-0.15913161635398865,-0.3557026840249698,0.063623634166624,-0.059505962326857016,-0.03669556057660003,-0.06239073091763569,-0.059437229731628786,-0.06883586010194827,0.000316739528333998,tracking,-0.1867381924752661,-65.58070373535156,-207.5854034423828,179.06906127929688
W2,25381,1,D,199,10.000000149011612,5.030334240007851,5.080343237426176,-0.22028684616088867,-0.3724261836542023,0.07978045391528098,-0.0817571801097461,-0.053967825406640815,-0.0873178442519908,-0.08164023172528921,-0.09642568853646956,0.0004980940499829112,tracking,-0.2714762000017909,-65.83222198486328,-207.56651306152344,178.3782501220703
W2,25381,1,D,201,10.100000150501728,4.913500288802839,4.985903672147948,-0.3113185465335846,-0.40956539683871795,0.0883826610383206,-0.11484491119678465,-0.09429318035763004,-0.126308758336823,-0.1147636905252522,-0.13977258663734016,0.0004561287112817558,tracking,-0.46330956891935343,-66.325439453125,-207.5028076171875,176.25819396972656
W2,25381,1,D,203,10.200000151991844,5.236515973684114,5.343738952818337,-0.43544137477874756,-0.46003331482410437,0.07382629303549872,-0.15961724521169077,-0.1249031455552201,-0.18282362152979204,-0.15958628306196482,-0.20576884452586075,0.000427059352041681,tracking,-0.6540573168633019,-66.80908203125,-207.39212036132812,173.06430053710938
W2,25381,1,D,204,10.250000152736902,5.665269443831801,5.800153532547906,-0.48881152272224426,-0.3895808837811152,0.06987281474184398,-0.17862602319017676,-0.14358357706445554,-0.20807947076498698,-0.17849792154939162,-0.23773286924196196,0.0005372704793024097,tracking,-0.8134396517793286,-67.07621002197266,-207.310546875,170.9071044921875
W2,25381,1,D,205,10.30000015348196,5.895385715183374,6.052577514823733,-0.46794775128364563,-0.34422528962294263,0.06081666602875227,-0.17017252648725328,-0.1637613813586272,-0.19682881314351783,-0.17015463888664192,-0.224920275571613,0.00023955524646784854,tracking,-0.9654365083603476,-67.35333251953125,-207.20779418945312,168.31504821777344
