base_id,scenario,cls,seed,world,rid,mode,t_lat,max_abs_d,d_at_max,t_first_stop,v_min,k0,stop,ticks,registry_dropped,registry_kept,oncoming_in_window
24367,ConstructionObstacle,1W,0,shoulder,2436760,keep,,0.005,0.005,,0.0,5,route_end,280,ConstructionObstacle,,
24367,ConstructionObstacle,1W,1,x10,2436711,bypass_L,125.0,3.497,3.497,,0.0,5,route_end,303,,ConstructionObstacle,
24367,ConstructionObstacle,1W,1,x00,2436721,keep,,0.001,-0.001,,0.0,5,route_end,277,ConstructionObstacle,,
24367,ConstructionObstacle,1W,2,x10,2436712,wait_then_bypass_L,168.0,3.495,3.495,124.0,0.0,5,route_end,351,,ConstructionObstacle,
24367,ConstructionObstacle,1W,2,x00,2436722,keep,,0.001,0.001,,0.0,5,route_end,280,ConstructionObstacle,,
24757,ParkedObstacle,1W,0,x10,2475710,bypass_L,120.0,3.342,3.342,,0.0,5,route_end,284,,ParkedObstacle,
24757,ParkedObstacle,1W,0,x00,2475720,keep,,0.005,0.005,,0.0,5,route_end,285,ParkedObstacle,,
24757,ParkedObstacle,1W,0,wnull,2475730,bypass_L,120.0,3.342,3.342,,0.0,5,route_end,284,,ParkedObstacle,
24757,ParkedObstacle,1W,0,shoulder,2475760,keep,,0.005,0.005,,0.0,5,route_end,285,ParkedObstacle,,
24757,ParkedObstacle,1W,1,x10,2475711,bypass_L,119.0,3.348,3.348,,0.0,5,route_end,284,,ParkedObstacle,
24757,ParkedObstacle,1W,1,x00,2475721,keep,,0.004,0.004,,0.0,5,route_end,284,ParkedObstacle,,
24757,ParkedObstacle,1W,2,x10,2475712,bypass_L,123.0,3.353,3.353,126.0,0.0,5,route_end,369,,ParkedObstacle,
24757,ParkedObstacle,1W,2,x00,2475722,keep,,0.005,0.005,,0.0,5,route_end,286,ParkedObstacle,,
24785,ConstructionObstacle,1W,0,x10,2478510,bypass_L,124.0,3.513,3.513,,0.0,5,route_end,260,,ConstructionObstacle,
24785,ConstructionObstacle,1W,0,x00,2478520,keep,,0.04,0.04,,0.0,5,route_end,191,ConstructionObstacle,,
24785,ConstructionObstacle,1W,0,wnull,2478530,bypass_L,124.0,3.513,3.513,,0.0,5,route_end,260,,ConstructionObstacle,
24785,ConstructionObstacle,1W,0,shoulder,2478560,keep,,0.04,0.04,,0.0,5,route_end,191,ConstructionObstacle,,
24785,ConstructionObstacle,1W,1,x10,2478511,bypass_L,128.0,3.513,3.513,,0.0,5,route_end,263,,ConstructionObstacle,
24785,ConstructionObstacle,1W,1,x00,2478521,keep,,0.04,0.04,,0.0,5,route_end,185,ConstructionObstacle,,
24785,ConstructionObstacle,1W,2,x10,2478512,bypass_L,134.0,3.513,3.513,,0.0,5,route_end,271,,ConstructionObstacle,
24785,ConstructionObstacle,1W,2,x00,2478522,keep,,0.041,0.041,,0.0,5,route_end,195,ConstructionObstacle,,
24795,ConstructionObstacle,1W,0,x10,2479510,bypass_L,119.0,3.514,3.514,,0.0,5,route_end,256,,ConstructionObstacle,
24795,ConstructionObstacle,1W,0,x00,2479520,keep,,0.04,0.04,,0.0,5,route_end,183,ConstructionObstacle,,
24795,ConstructionObstacle,1W,0,wnull,2479530,bypass_L,119.0,3.514,3.514,,0.0,5,route_end,256,,ConstructionObstacle,
24795,ConstructionObstacle,1W,0,shoulder,2479560,keep,,0.04,0.04,,0.0,5,route_end,183,ConstructionObstacle,,
24795,ConstructionObstacle,1W,1,x10,2479511,bypass_L,123.0,3.513,3.513,,0.0,5,route_end,260,,ConstructionObstacle,
24795,ConstructionObstacle,1W,1,x00,2479521,keep,,0.04,0.04,,0.0,5,route_end,180,ConstructionObstacle,,
24795,ConstructionObstacle,1W,2,x10,2479512,bypass_L,129.0,3.513,3.513,,0.0,5,route_end,266,,ConstructionObstacle,
24795,ConstructionObstacle,1W,2,x00,2479522,keep,,0.04,0.04,,0.0,5,route_end,190,ConstructionObstacle,,
24816,Accident,1W,0,x10,2481610,bypass_L,141.0,3.499,3.499,,0.0,5,route_end,275,,Accident,
24816,Accident,1W,0,x00,2481620,keep,,0.002,0.002,,0.0,5,route_end,230,Accident,,
24816,Accident,1W,0,wnull,2481630,bypass_L,141.0,3.499,3.499,,0.0,5,route_end,275,,Accident,
24816,Accident,1W,0,shoulder,2481660,keep,,0.002,0.002,,0.0,5,route_end,230,Accident,,
24816,Accident,1W,1,x10,2481611,wait_then_bypass_L,237.0,3.497,3.497,141.0,0.0,5,route_end,418,,Accident,
24816,Accident,1W,1,x00,2481621,keep,,0.002,0.002,,0.0,5,route_end,231,Accident,,
24816,Accident,1W,2,x10,2481612,bypass_L,115.0,3.5,3.5,120.0,0.0,5,route_end,387,,Accident,
24816,Accident,1W,2,x00,2481622,keep,,0.002,0.002,,0.0,5,route_end,221,Accident,,
25300,HazardAtSideLane,1W,0,x10,2530010,bypass_L,146.0,3.546,3.546,154.0,0.001,49,route_end,334,,HazardAtSideLane,
25300,HazardAtSideLane,1W,0,x00,2530020,keep,,0.087,0.087,,9.566,49,route_end,247,HazardAtSideLane,,
25300,HazardAtSideLane,1W,0,wnull,2530030,bypass_L,146.0,3.546,3.546,154.0,0.001,49,route_end,334,,HazardAtSideLane,
25300,HazardAtSideLane,1W,0,shoulder,2530060,stop,,0.08,0.08,533.0,0.0,49,after_trigger,857,HazardAtSideLane,,
25300,HazardAtSideLane,1W,1,x10,2530011,bypass_L,194.0,3.554,3.554,,6.563,49,route_end,339,,HazardAtSideLane,
25300,HazardAtSideLane,1W,1,x00,2530021,keep,,0.071,0.071,,7.53,49,route_end,322,HazardAtSideLane,,
25300,HazardAtSideLane,1W,2,x10,2530012,bypass_L,173.0,3.549,3.549,,0.012,49,route_end,339,,HazardAtSideLane,
25300,HazardAtSideLane,1W,2,x00,2530022,keep,,0.086,0.086,,7.659,49,route_end,266,HazardAtSideLane,,
25318,ParkedObstacle,1W,0,x10,2531810,wait_then_bypass_L,194.0,3.395,3.395,113.0,0.0,5,route_end,425,,ParkedObstacle,
25318,ParkedObstacle,1W,0,x00,2531820,keep,,0.069,0.069,,0.0,5,route_end,280,ParkedObstacle,,
25318,ParkedObstacle,1W,0,wnull,2531830,wait_then_bypass_L,194.0,3.395,3.395,113.0,0.0,5,route_end,425,,ParkedObstacle,
25318,ParkedObstacle,1W,0,shoulder,2531860,keep,,0.069,0.069,,0.0,5,route_end,280,ParkedObstacle,,
25318,ParkedObstacle,1W,1,x10,2531811,wait_then_bypass_L,192.0,3.362,3.362,141.0,0.0,5,route_end,523,,ParkedObstacle,
25318,ParkedObstacle,1W,1,x00,2531821,keep,,0.068,0.068,,0.0,5,route_end,298,ParkedObstacle,,
25318,ParkedObstacle,1W,2,x10,2531812,bypass_L,137.0,3.39,3.39,,0.0,5,route_end,382,,ParkedObstacle,
25318,ParkedObstacle,1W,2,x00,2531822,keep,,0.069,0.069,,0.0,5,route_end,309,ParkedObstacle,,
25378,YieldToEmergencyVehicle,EV,0,x10,2537810,bypass_L,141.0,3.501,3.501,,9.251,141,route_end,207,,YieldToEmergencyVehicle,
25378,YieldToEmergencyVehicle,EV,0,x00,2537820,keep,,0.002,0.002,,9.093,141,route_end,190,YieldToEmergencyVehicle,,
25378,YieldToEmergencyVehicle,EV,0,wnull,2537830,bypass_L,141.0,3.501,3.501,,9.251,141,route_end,207,,YieldToEmergencyVehicle,
25378,YieldToEmergencyVehicle,EV,1,x10,2537811,bypass_L,113.0,2.318,2.318,135.0,0.0,49,after_trigger,849,,YieldToEmergencyVehicle,
25378,YieldToEmergencyVehicle,EV,1,x00,2537821,keep,,0.002,-0.002,,0.912,49,route_end,199,YieldToEmergencyVehicle,,
25378,YieldToEmergencyVehicle,EV,2,x10,2537812,bypass_L,109.0,2.209,2.209,130.0,0.0,49,after_trigger,849,,YieldToEmergencyVehicle,
25378,YieldToEmergencyVehicle,EV,2,x00,2537822,keep,,0.001,-0.001,,8.906,49,route_end,181,YieldToEmergencyVehicle,,
25381,HazardAtSideLane,1W,0,x10,2538110,bypass_L,5.0,3.5,3.5,,0.007,5,route_end,290,,HazardAtSideLane,
25381,HazardAtSideLane,1W,0,x00,2538120,keep,5.0,0.983,0.983,,0.116,5,route_end,218,HazardAtSideLane,,
25381,HazardAtSideLane,1W,0,wnull,2538130,bypass_L,5.0,3.5,3.5,,0.007,5,route_end,290,,HazardAtSideLane,
25381,HazardAtSideLane,1W,0,shoulder,2538160,stop,5.0,0.983,0.983,819.0,0.0,5,after_trigger,857,HazardAtSideLane,,
25381,HazardAtSideLane,1W,1,x10,2538111,bypass_L,5.0,3.5,3.5,,0.012,5,route_end,298,,HazardAtSideLane,
25381,HazardAtSideLane,1W,1,x00,2538121,keep,5.0,0.983,-0.983,,0.091,5,route_end,223,HazardAtSideLane,,
25381,HazardAtSideLane,1W,2,x10,2538112,bypass_L,5.0,3.5,3.5,150.0,0.0,5,route_end,404,,HazardAtSideLane,
25381,HazardAtSideLane,1W,2,x00,2538122,keep,5.0,0.982,-0.982,,0.128,5,route_end,241,HazardAtSideLane,,
25383,ParkedObstacle,1W,0,x10,2538310,bypass_L,142.0,1.036,1.036,143.0,0.0,5,after_trigger,849,,ParkedObstacle,
25383,ParkedObstacle,1W,0,x00,2538320,keep,,0.042,0.042,,0.0,5,route_end,303,ParkedObstacle,,
25383,ParkedObstacle,1W,0,wnull,2538330,bypass_L,142.0,1.036,1.036,143.0,0.0,5,after_trigger,849,,ParkedObstacle,
25383,ParkedObstacle,1W,0,shoulder,2538360,keep,,0.042,0.042,,0.0,5,route_end,303,ParkedObstacle,,
25383,ParkedObstacle,1W,1,x10,2538311,wait_then_bypass_L,189.0,3.379,3.379,151.0,0.0,5,route_end,486,,ParkedObstacle,
25383,ParkedObstacle,1W,1,x00,2538321,keep,,0.04,0.04,,0.0,5,route_end,333,ParkedObstacle,,
25383,ParkedObstacle,1W,2,x10,2538312,bypass_L,133.0,3.381,3.381,,0.0,5,route_end,314,,ParkedObstacle,
25383,ParkedObstacle,1W,2,x00,2538322,keep,,0.042,0.042,,0.0,5,route_end,304,ParkedObstacle,,
25424,ConstructionObstacleTwoWays,2W,0,x10,2542410,bypass_L,132.0,3.805,3.805,,0.0,5,route_end,208,,ConstructionObstacleTwoWays,0.0
25424,ConstructionObstacleTwoWays,2W,0,x00,2542420,keep,,0.014,-0.014,,0.0,5,route_end,214,ConstructionObstacleTwoWays,,0.0
25424,ConstructionObstacleTwoWays,2W,0,wnull,2542430,bypass_L,132.0,3.805,3.805,,0.0,5,route_end,208,,ConstructionObstacleTwoWays,0.0
25424,ConstructionObstacleTwoWays,2W,0,x11,2542440,wait_then_bypass_L,214.0,3.483,3.483,137.0,0.0,5,route_end,294,,ConstructionObstacleTwoWays,4.0
25424,ConstructionObstacleTwoWays,2W,0,x01,2542450,keep,,0.014,-0.014,,0.0,5,route_end,215,ConstructionObstacleTwoWays,,4.0
25424,ConstructionObstacleTwoWays,2W,0,shoulder,2542460,keep,,0.014,-0.014,,0.0,5,route_end,214,ConstructionObstacleTwoWays,,0.0
25424,ConstructionObstacleTwoWays,2W,0,mirror,2542470,stop,,0.002,0.002,145.0,0.0,5,after_trigger,861,,ConstructionObstacleTwoWays,7.0
25424,ConstructionObstacleTwoWays,2W,1,x10,2542411,bypass_L,143.0,3.885,3.885,,0.0,5,route_end,218,,ConstructionObstacleTwoWays,0.0
25424,ConstructionObstacleTwoWays,2W,1,x00,2542421,keep,,0.014,-0.014,,0.0,5,route_end,224,ConstructionObstacleTwoWays,,0.0
25424,ConstructionObstacleTwoWays,2W,1,x11,2542441,wait_then_bypass_L,808.0,3.481,3.481,151.0,0.0,5,after_trigger,861,,ConstructionObstacleTwoWays,4.0
25424,ConstructionObstacleTwoWays,2W,1,x01,2542451,keep,,0.014,-0.014,,0.0,5,route_end,224,ConstructionObstacleTwoWays,,0.0
25424,ConstructionObstacleTwoWays,2W,2,x10,2542412,bypass_L,143.0,3.739,3.739,,0.0,5,route_end,219,,ConstructionObstacleTwoWays,0.0
25424,ConstructionObstacleTwoWays,2W,2,x00,2542422,keep,,0.013,-0.013,,0.0,5,route_end,225,ConstructionObstacleTwoWays,,0.0
25424,ConstructionObstacleTwoWays,2W,2,x11,2542442,wait_then_bypass_L,474.0,3.482,3.482,151.0,0.0,5,route_end,558,,ConstructionObstacleTwoWays,4.0
25424,ConstructionObstacleTwoWays,2W,2,x01,2542452,keep,,0.013,-0.013,,0.0,5,route_end,225,ConstructionObstacleTwoWays,,0.0
25439,HazardAtSideLane,1W,0,x10,2543910,bypass_L,163.0,3.479,3.479,,0.0,5,route_end,327,,HazardAtSideLane,
25439,HazardAtSideLane,1W,0,x00,2543920,keep,,0.043,-0.043,,0.0,5,route_end,268,HazardAtSideLane,,
25439,HazardAtSideLane,1W,0,wnull,2543930,bypass_L,163.0,3.479,3.479,,0.0,5,route_end,327,,HazardAtSideLane,
25439,HazardAtSideLane,1W,0,shoulder,2543960,stop,,0.035,-0.035,443.0,0.0,5,after_trigger,853,HazardAtSideLane,,
25439,HazardAtSideLane,1W,1,x10,2543911,bypass_L,173.0,3.478,3.478,,0.0,5,route_end,325,,HazardAtSideLane,
25439,HazardAtSideLane,1W,1,x00,2543921,keep,,0.046,-0.046,,0.0,5,route_end,282,HazardAtSideLane,,
25439,HazardAtSideLane,1W,2,x10,2543912,wait_then_bypass_L,201.0,3.463,3.463,156.0,0.0,5,route_end,355,,HazardAtSideLane,
25439,HazardAtSideLane,1W,2,x00,2543922,keep,,0.045,-0.045,,0.0,5,route_end,278,HazardAtSideLane,,
25845,AccidentTwoWays,2W,0,x10,2584510,bypass_L,138.0,3.787,3.787,,0.0,5,route_end,284,,AccidentTwoWays,0.0
25845,AccidentTwoWays,2W,0,x00,2584520,stop,,0.004,0.004,258.0,0.0,5,route_end,356,AccidentTwoWays,,1.0
25845,AccidentTwoWays,2W,0,wnull,2584530,bypass_L,138.0,3.787,3.787,,0.0,5,route_end,284,,AccidentTwoWays,0.0
25845,AccidentTwoWays,2W,0,x11,2584540,stop,,0.004,0.004,143.0,0.0,5,after_trigger,857,,AccidentTwoWays,5.0
25845,AccidentTwoWays,2W,0,x01,2584550,stop,,0.004,0.004,251.0,0.0,5,passed,357,AccidentTwoWays,,5.0
25845,AccidentTwoWays,2W,0,shoulder,2584560,stop,,0.006,0.006,260.0,0.0,5,route_end,329,AccidentTwoWays,,1.0
25845,AccidentTwoWays,2W,0,mirror,2584570,stop,,0.004,0.004,140.0,0.0,5,after_trigger,857,,AccidentTwoWays,10.0
25845,AccidentTwoWays,2W,1,x10,2584511,bypass_L,129.0,3.816,3.816,,0.0,5,route_end,258,,AccidentTwoWays,0.0
25845,AccidentTwoWays,2W,1,x00,2584521,keep,,0.005,0.005,,0.0,5,route_end,258,AccidentTwoWays,,0.0
25845,AccidentTwoWays,2W,1,x11,2584541,stop,,0.002,-0.002,135.0,0.0,5,after_trigger,849,,AccidentTwoWays,6.0
25845,AccidentTwoWays,2W,1,x01,2584551,keep,,0.005,0.005,,0.0,5,route_end,249,AccidentTwoWays,,3.0
25845,AccidentTwoWays,2W,2,x10,2584512,bypass_L,127.0,3.783,3.783,,0.0,5,route_end,252,,AccidentTwoWays,0.0
25845,AccidentTwoWays,2W,2,x00,2584522,keep,,0.003,0.003,,0.0,5,route_end,240,AccidentTwoWays,,0.0
25845,AccidentTwoWays,2W,2,x11,2584542,stop,,0.008,0.008,135.0,0.0,5,after_trigger,849,,AccidentTwoWays,5.0
25845,AccidentTwoWays,2W,2,x01,2584552,keep,,0.003,0.003,,0.0,5,route_end,236,AccidentTwoWays,,3.0
25854,HazardAtSideLaneTwoWays,2W,0,x10,2585410,bypass_L,111.0,3.495,3.495,,7.644,61,route_end,216,,HazardAtSideLaneTwoWays,0.0
25854,HazardAtSideLaneTwoWays,2W,0,x00,2585420,keep,,0.19,-0.19,,2.673,61,route_end,210,HazardAtSideLaneTwoWays,,0.0
25854,HazardAtSideLaneTwoWays,2W,0,wnull,2585430,bypass_L,111.0,3.495,3.495,,7.644,61,route_end,216,,HazardAtSideLaneTwoWays,0.0
25854,HazardAtSideLaneTwoWays,2W,0,x11,2585440,bypass_L,430.0,3.467,3.467,,1.781,61,route_end,485,,HazardAtSideLaneTwoWays,4.0
25854,HazardAtSideLaneTwoWays,2W,0,x01,2585450,keep,,0.19,-0.19,,0.155,61,route_end,210,HazardAtSideLaneTwoWays,,0.0
25854,HazardAtSideLaneTwoWays,2W,0,shoulder,2585460,keep,,0.189,-0.189,,0.009,61,route_end,650,HazardAtSideLaneTwoWays,,0.0
25854,HazardAtSideLaneTwoWays,2W,0,mirror,2585470,keep,,0.19,-0.19,,0.007,61,route_end,661,,HazardAtSideLaneTwoWays,10.0
25854,HazardAtSideLaneTwoWays,2W,1,x10,2585411,bypass_L,120.0,3.491,3.491,,3.285,69,route_end,236,,HazardAtSideLaneTwoWays,0.0
25854,HazardAtSideLaneTwoWays,2W,1,x00,2585421,keep,,0.181,-0.181,,2.106,69,route_end,215,HazardAtSideLaneTwoWays,,0.0
25854,HazardAtSideLaneTwoWays,2W,1,x11,2585441,bypass_L,568.0,3.432,3.432,,0.007,69,route_end,596,,HazardAtSideLaneTwoWays,5.0
25854,HazardAtSideLaneTwoWays,2W,1,x01,2585451,keep,,0.18,-0.18,,4.942,69,route_end,213,HazardAtSideLaneTwoWays,,0.0
25854,HazardAtSideLaneTwoWays,2W,2,x10,2585412,bypass_L,114.0,3.488,3.488,,6.62,65,route_end,225,,HazardAtSideLaneTwoWays,0.0
25854,HazardAtSideLaneTwoWays,2W,2,x00,2585422,keep,,0.181,-0.181,,1.038,65,route_end,214,HazardAtSideLaneTwoWays,,0.0
25854,HazardAtSideLaneTwoWays,2W,2,x11,2585442,bypass_L,340.0,3.467,3.467,,1.314,65,route_end,408,,HazardAtSideLaneTwoWays,5.0
25854,HazardAtSideLaneTwoWays,2W,2,x01,2585452,keep,,0.183,-0.183,,2.806,65,route_end,222,HazardAtSideLaneTwoWays,,3.0
25857,AccidentTwoWays,2W,0,x10,2585710,bypass_L,108.0,3.934,3.934,,0.0,5,route_end,227,,AccidentTwoWays,0.0
25857,AccidentTwoWays,2W,0,x00,2585720,keep,,0.157,-0.157,,0.0,5,route_end,227,AccidentTwoWays,,0.0
25857,AccidentTwoWays,2W,0,wnull,2585730,bypass_L,108.0,3.934,3.934,,0.0,5,route_end,227,,AccidentTwoWays,0.0
25857,AccidentTwoWays,2W,0,x11,2585740,stop,,0.051,-0.051,115.0,0.0,5,after_trigger,849,,AccidentTwoWays,5.0
25857,AccidentTwoWays,2W,0,x01,2585750,keep,,0.152,-0.152,,0.0,5,route_end,235,AccidentTwoWays,,3.0
25857,AccidentTwoWays,2W,0,shoulder,2585760,keep,,0.157,-0.157,,0.0,5,route_end,227,AccidentTwoWays,,0.0
25857,AccidentTwoWays,2W,0,mirror,2585770,stop,,0.052,-0.052,168.0,0.0,5,after_trigger,853,,AccidentTwoWays,10.0
25857,AccidentTwoWays,2W,1,x10,2585711,bypass_L,110.0,3.788,3.788,,0.0,5,route_end,233,,AccidentTwoWays,0.0
25857,AccidentTwoWays,2W,1,x00,2585721,keep,,0.153,-0.153,,0.0,5,route_end,233,AccidentTwoWays,,0.0
25857,AccidentTwoWays,2W,1,x11,2585741,stop,,0.051,-0.051,133.0,0.0,5,after_trigger,849,,AccidentTwoWays,6.0
25857,AccidentTwoWays,2W,1,x01,2585751,keep,,0.153,-0.153,,0.0,5,route_end,233,AccidentTwoWays,,4.0
25857,AccidentTwoWays,2W,2,x10,2585712,bypass_L,115.0,3.943,3.943,,0.0,5,route_end,245,,AccidentTwoWays,0.0
25857,AccidentTwoWays,2W,2,x00,2585722,keep,,0.152,-0.152,,0.0,5,route_end,244,AccidentTwoWays,,0.0
25857,AccidentTwoWays,2W,2,x11,2585742,stop,,0.051,-0.051,125.0,0.0,5,after_trigger,849,,AccidentTwoWays,5.0
25857,AccidentTwoWays,2W,2,x01,2585752,keep,,0.153,-0.153,,0.0,5,route_end,249,AccidentTwoWays,,3.0
25865,ParkedObstacleTwoWays,2W,0,x10,2586510,bypass_L,137.0,1.972,1.972,192.0,0.0,5,passed,325,,ParkedObstacleTwoWays,0.0
25865,ParkedObstacleTwoWays,2W,0,x00,2586520,stop,,0.011,0.011,201.0,0.0,5,passed,325,ParkedObstacleTwoWays,,0.0
25865,ParkedObstacleTwoWays,2W,0,wnull,2586530,bypass_L,137.0,1.972,1.972,192.0,0.0,5,passed,325,,ParkedObstacleTwoWays,0.0
25865,ParkedObstacleTwoWays,2W,0,x11,2586540,bypass_L,197.0,1.93,1.93,287.0,0.0,5,route_end,374,,ParkedObstacleTwoWays,4.0
25865,ParkedObstacleTwoWays,2W,0,x01,2586550,stop,,0.011,0.011,201.0,0.0,5,passed,325,ParkedObstacleTwoWays,,4.0
25865,ParkedObstacleTwoWays,2W,0,shoulder,2586560,stop,,0.011,0.011,201.0,0.0,5,passed,325,ParkedObstacleTwoWays,,0.0
25865,ParkedObstacleTwoWays,2W,0,mirror,2586570,stop,,0.001,-0.001,166.0,0.0,5,after_trigger,853,,ParkedObstacleTwoWays,7.0
25865,ParkedObstacleTwoWays,2W,1,x10,2586511,bypass_L,140.0,2.023,2.023,216.0,0.0,5,passed,329,,ParkedObstacleTwoWays,0.0
25865,ParkedObstacleTwoWays,2W,1,x00,2586521,stop,,0.01,0.01,200.0,0.0,5,passed,333,ParkedObstacleTwoWays,,0.0
25865,ParkedObstacleTwoWays,2W,1,x11,2586541,wait_then_bypass_L,341.0,1.924,1.924,147.0,0.0,5,route_end,446,,ParkedObstacleTwoWays,5.0
25865,ParkedObstacleTwoWays,2W,1,x01,2586551,stop,,0.01,0.01,200.0,0.0,5,passed,333,ParkedObstacleTwoWays,,4.0
25865,ParkedObstacleTwoWays,2W,2,x10,2586512,bypass_L,149.0,1.974,1.974,239.0,0.0,5,passed,337,,ParkedObstacleTwoWays,0.0
25865,ParkedObstacleTwoWays,2W,2,x00,2586522,stop,,0.01,0.01,210.0,0.0,5,passed,337,ParkedObstacleTwoWays,,0.0
25865,ParkedObstacleTwoWays,2W,2,x11,2586542,wait_then_bypass_L,228.0,1.93,1.93,154.0,0.0,5,route_end,408,,ParkedObstacleTwoWays,5.0
25865,ParkedObstacleTwoWays,2W,2,x01,2586552,stop,,0.01,0.01,210.0,0.0,5,passed,337,ParkedObstacleTwoWays,,5.0
25896,ParkedObstacleTwoWays,2W,0,x10,2589610,bypass_L,128.0,2.062,2.062,,1.175,65,route_end,287,,ParkedObstacleTwoWays,0.0
25896,ParkedObstacleTwoWays,2W,0,x00,2589620,keep,,0.18,-0.18,,1.617,65,route_end,265,ParkedObstacleTwoWays,,0.0
25896,ParkedObstacleTwoWays,2W,0,wnull,2589630,bypass_L,128.0,2.062,2.062,,1.175,65,route_end,287,,ParkedObstacleTwoWays,0.0
25896,ParkedObstacleTwoWays,2W,0,x11,2589640,bypass_L,153.0,1.925,1.925,,1.156,65,route_end,309,,ParkedObstacleTwoWays,4.0
25896,ParkedObstacleTwoWays,2W,0,x01,2589650,keep,,0.179,-0.179,,2.177,65,route_end,263,ParkedObstacleTwoWays,,4.0
25896,ParkedObstacleTwoWays,2W,0,shoulder,2589660,keep,,0.18,-0.18,,1.617,65,route_end,265,ParkedObstacleTwoWays,,0.0
25896,ParkedObstacleTwoWays,2W,0,mirror,2589670,stop,,0.14,-0.14,127.0,0.0,65,after_trigger,853,,ParkedObstacleTwoWays,7.0
25896,ParkedObstacleTwoWays,2W,1,x10,2589611,bypass_L,134.0,2.043,2.043,,4.081,69,route_end,288,,ParkedObstacleTwoWays,0.0
25896,ParkedObstacleTwoWays,2W,1,x00,2589621,keep,,0.179,-0.179,,4.623,69,route_end,269,ParkedObstacleTwoWays,,0.0
25896,ParkedObstacleTwoWays,2W,1,x11,2589641,bypass_L,164.0,1.987,1.987,,5.827,69,route_end,312,,ParkedObstacleTwoWays,5.0
25896,ParkedObstacleTwoWays,2W,1,x01,2589651,keep,,0.19,-0.19,,0.251,69,route_end,272,ParkedObstacleTwoWays,,5.0
25896,ParkedObstacleTwoWays,2W,2,x10,2589612,bypass_L,130.0,1.868,1.868,,1.606,65,route_end,297,,ParkedObstacleTwoWays,0.0
25896,ParkedObstacleTwoWays,2W,2,x00,2589622,keep,,0.177,-0.177,,5.579,65,route_end,270,ParkedObstacleTwoWays,,0.0
25896,ParkedObstacleTwoWays,2W,2,x11,2589642,bypass_L,173.0,1.939,1.939,,2.436,65,route_end,322,,ParkedObstacleTwoWays,5.0
25896,ParkedObstacleTwoWays,2W,2,x01,2589652,keep,,0.173,-0.173,,2.959,65,route_end,289,ParkedObstacleTwoWays,,5.0
25928,VehicleOpensDoorTwoWays,2W,0,x10,2592810,bypass_L,156.0,1.346,1.346,237.0,0.0,33,passed,345,,VehicleOpensDoorTwoWays,0.0
25928,VehicleOpensDoorTwoWays,2W,0,x00,2592820,stop,,0.001,-0.001,216.0,0.0,33,passed,345,VehicleOpensDoorTwoWays,,0.0
25928,VehicleOpensDoorTwoWays,2W,0,wnull,2592830,bypass_L,156.0,1.346,1.346,237.0,0.0,33,passed,345,,VehicleOpensDoorTwoWays,0.0
25928,VehicleOpensDoorTwoWays,2W,0,x11,2592840,bypass_L,170.0,1.379,1.379,244.0,0.0,33,passed,361,,VehicleOpensDoorTwoWays,4.0
25928,VehicleOpensDoorTwoWays,2W,0,x01,2592850,stop,,0.001,-0.001,228.0,0.0,33,passed,345,VehicleOpensDoorTwoWays,,4.0
25928,VehicleOpensDoorTwoWays,2W,0,shoulder,2592860,stop,,0.001,-0.001,216.0,0.0,33,passed,345,VehicleOpensDoorTwoWays,,0.0
25928,VehicleOpensDoorTwoWays,2W,0,mirror,2592870,stop,,0.001,-0.001,162.0,0.0,33,after_trigger,857,,VehicleOpensDoorTwoWays,7.0
25928,VehicleOpensDoorTwoWays,2W,1,x10,2592811,bypass_L,170.0,1.32,1.32,,1.005,33,route_end,237,,VehicleOpensDoorTwoWays,0.0
25928,VehicleOpensDoorTwoWays,2W,1,x00,2592821,stop,,0.004,0.004,235.0,0.0,33,passed,357,VehicleOpensDoorTwoWays,,0.0
25928,VehicleOpensDoorTwoWays,2W,1,x11,2592841,bypass_L,228.0,1.379,1.379,316.0,0.0,33,passed,421,,VehicleOpensDoorTwoWays,5.0
25928,VehicleOpensDoorTwoWays,2W,1,x01,2592851,stop,,0.001,-0.001,230.0,0.0,33,passed,357,VehicleOpensDoorTwoWays,,5.0
25928,VehicleOpensDoorTwoWays,2W,2,x10,2592812,bypass_L,166.0,1.321,1.321,234.0,0.0,33,passed,357,,VehicleOpensDoorTwoWays,0.0
25928,VehicleOpensDoorTwoWays,2W,2,x00,2592822,stop,,0.002,0.002,230.0,0.0,33,passed,353,VehicleOpensDoorTwoWays,,0.0
25928,VehicleOpensDoorTwoWays,2W,2,x11,2592842,bypass_L,204.0,1.37,1.37,289.0,0.0,33,passed,397,,VehicleOpensDoorTwoWays,4.0
25928,VehicleOpensDoorTwoWays,2W,2,x01,2592852,stop,,0.002,0.002,230.0,0.0,33,passed,353,VehicleOpensDoorTwoWays,,4.0
25951,HazardAtSideLaneTwoWays,2W,0,x10,2595110,bypass_L,147.0,3.55,3.55,,0.0,5,route_end,280,,HazardAtSideLaneTwoWays,0.0
25951,HazardAtSideLaneTwoWays,2W,0,x00,2595120,keep,,0.049,0.049,,0.0,5,route_end,284,HazardAtSideLaneTwoWays,,0.0
25951,HazardAtSideLaneTwoWays,2W,0,wnull,2595130,bypass_L,147.0,3.55,3.55,,0.0,5,route_end,280,,HazardAtSideLaneTwoWays,0.0
