repo,issue_url,issue_date,category,user_reported_numbers,paper_numbers,paper_url,author_replied,author_reply_summary,author_quote,author_reply_url,resolved,issue_state,case_summary,related_methods,paper_locator
ucla-mobility/AutoVLA,https://github.com/ucla-mobility/AutoVLA/issues/46,2026-06-10,evaluation_config;author_disclosure,用户在 navtest 随机 200 样本中均见 fast-thinking 文本,论文数字不适用,https://arxiv.org/pdf/2506.13757,yes,作者称 RFT 长度惩罚后 navtest 仅少数场景触发慢思考，多数输出 fast 为预期。,…only a few slow-thinking scenarios across the entire navtest dataset. If you want to elicit more slow-thinking…,https://github.com/ucla-mobility/AutoVLA/issues/46#issuecomment-4671537653,yes,closed,作者称 RFT 长度惩罚后 navtest 仅少数场景触发慢思考，多数输出 fast 为预期。,AutoVLA[B],N/A; issue URL is the source for user and author statements
ucla-mobility/AutoVLA,https://github.com/ucla-mobility/AutoVLA/issues/47,2026-06-18,evaluation_config;author_disclosure,用户询问 WOD-E2E Table S4 两行训练设置,论文 Table S4 行 3/4（未在帖中转录分数）,https://arxiv.org/pdf/2506.13757,yes,作者称 Waymo 数据量较少，因此采用很短或无 warmup、约 10 epoch、较大学习率。,"…total training epochs to around 10, and we utilized a relatively larger lear…",https://github.com/ucla-mobility/AutoVLA/issues/47#issuecomment-4794047893,partial,closed,作者称 Waymo 数据量较少，因此采用很短或无 warmup、约 10 epoch、较大学习率。,AutoVLA[B],"AutoVLA Table S4, PDF p.30; issue cites rows 3/4, no score transcribed"
ucla-mobility/AutoVLA,https://github.com/ucla-mobility/AutoVLA/issues/48,2026-06-18,score_gap;evaluation_config,发布权重 navtest PDMS 83.69、12146 scenes；作者称另一用户复现约 89,论文 PDMS 89.11,https://arxiv.org/pdf/2506.13757,yes,作者说按 cache.md 建 metric cache，推理需 CoT 开、LoRA 关；并补充 SFT LR 2e-5 收敛较好，但提问者未确认解决。,…ensure that CoT mode is enabled and LoRA mode is disabled during inference.,https://github.com/ucla-mobility/AutoVLA/issues/48#issuecomment-4793874868,partial,closed,作者说按 cache.md 建 metric cache，推理需 CoT 开、LoRA 关；并补充 SFT LR 2e-5 收敛较好，但提问者未确认解决。,AutoVLA[B],"AutoVLA Table 1, PDF p.7"
ucla-mobility/AutoVLA,https://github.com/ucla-mobility/AutoVLA/issues/56,2026-08-29,evaluation_config,未报告数字,该 issue 无可比论文数字,https://arxiv.org/pdf/2506.13757,no,N/A（无作者回复）,N/A（无作者回复）,N/A（无作者回复）,no,open,用户基于 #42 请求 nuScenes RFT reward、epoch、KL、采样数等配方；仓库仅见 NAVSIM PDM reward，尚无作者回复。,AutoVLA[B],N/A; issue URL is the source for user and author statements
valeoai/DrivoR,https://github.com/valeoai/DrivoR/issues/4,2026-01-14,protocol_split;evaluation_config,用户质疑训练是否混入 1.8k navval；作者给 85k-only 训练 score 0.931288，回复未明确表格的评测划分,论文 navtest PDMS 93.7（与该 navval 数不可直比）,https://arxiv.org/pdf/2601.05083,yes,作者解释全量 navtrain 含训练与验证子集、挑战规则禁止 test 等划分训练，并补充仅用 85k 子集的对照权重/分数。,…We have finished the training on only the 85k frames you specified. We stopped after 24 epochs…,https://github.com/valeoai/DrivoR/issues/4#issuecomment-3759497411,partial,closed,作者解释全量 navtrain 含训练与验证子集、挑战规则禁止 test 等划分训练，并补充仅用 85k 子集的对照权重/分数。,"DrivoR[A]; DrivoR[C,excluded]","DrivoR Table 1, PDF p.5"
valeoai/DrivoR,https://github.com/valeoai/DrivoR/issues/7,2026-01-14,evaluation_config;protocol_split,未报告数字,该 issue 无可比论文数字,https://arxiv.org/pdf/2601.05083,yes,作者称 HUGSIM 用 hyzhou404/NAVSIM 的 LTF 评测管线，只用相机，官方评测中舒适度加速度边界和控制器 heading 问题已提 PR。,…We used only camera inputs with the original default camera setup pr…,https://github.com/valeoai/DrivoR/issues/7#issuecomment-4046241966,partial,open,作者称 HUGSIM 用 hyzhou404/NAVSIM 的 LTF 评测管线，只用相机，官方评测中舒适度加速度边界和控制器 heading 问题已提 PR。,"DrivoR[A]; DrivoR[C,excluded]",N/A; issue URL is the source for user and author statements
valeoai/DrivoR,https://github.com/valeoai/DrivoR/issues/13,2026-01-21,evaluation_config,未报告数字,该 issue 无可比论文数字,https://arxiv.org/pdf/2601.05083,yes,作者称 NAVSIM v1 与 v2 评测不能在同仓协作，v2 应把 agent/config 复制到官方 v2 仓并做 API 适配。,…we used the NAVSIM v2 repo separately for this evaluation. From the readme: > Y…,https://github.com/valeoai/DrivoR/issues/13#issuecomment-3777159383,yes,closed,作者称 NAVSIM v1 与 v2 评测不能在同仓协作，v2 应把 agent/config 复制到官方 v2 仓并做 API 适配。,"DrivoR[A]; DrivoR[C,excluded]",N/A; issue URL is the source for user and author statements
valeoai/DrivoR,https://github.com/valeoai/DrivoR/issues/14,2026-01-29,author_disclosure;evaluation_config,未报告数字,该 issue 无可比论文数字,https://arxiv.org/pdf/2601.05083,yes,作者明确论文主结果未用继承自 iPad 的辅助损失，只用 scoring loss 和 trajectory loss。,"…For the main results in the paper we did not use any auxiliary losses, only the scoring loss and the trajectory…",https://github.com/valeoai/DrivoR/issues/14#issuecomment-3817257386,yes,closed,作者明确论文主结果未用继承自 iPad 的辅助损失，只用 scoring loss 和 trajectory loss。,"DrivoR[A]; DrivoR[C,excluded]",N/A; issue URL is the source for user and author statements
valeoai/DrivoR,https://github.com/valeoai/DrivoR/issues/31,2026-02-26,score_gap;evaluation_config,自训 navhard EPDMS 44.62、11 epoch 46.38、另一复现约 47.6；发布权重可得 48.3,论文修 bug 后 Nav2 48.3,https://arxiv.org/pdf/2601.05083,yes,作者确认最终使用 pytorch-lightning 2.5.4、NumPy 1.23.4、Torch 2.2.0+cu121；用户报告扩大 SimScale 后复现 54.6。,"Hi, I've checked: pytorch-lightning 2.5.4 pypi_0 pypi I believe that it's the issue of ray package and the data vol…",https://github.com/valeoai/DrivoR/issues/31#issuecomment-4169593942,partial,open,作者确认最终使用 pytorch-lightning 2.5.4、NumPy 1.23.4、Torch 2.2.0+cu121；用户报告扩大 SimScale 后复现 54.6。,"DrivoR[A]; DrivoR[C,excluded]","DrivoR Table 3, PDF p.6"
valeoai/DrivoR,https://github.com/valeoai/DrivoR/issues/34,2026-03-21,protocol_split;evaluation_config,HUGSIM 70+ sequences；用户请求精确列表,论文 HUGSIM 结果对应旧 345 场景集合（作者回复见 #54）,https://arxiv.org/pdf/2601.05083,yes,作者给 HUGSIM 数据集固定 commit，称没有使用后续挑战场景，且未用 HUGSIM 序列训练。,…We used the HUGSIM scenes from this commit: https://huggingface.co/datasets/XDimLab/…,https://github.com/valeoai/DrivoR/issues/34#issuecomment-4126795426,yes,closed,作者给 HUGSIM 数据集固定 commit，称没有使用后续挑战场景，且未用 HUGSIM 序列训练。,"DrivoR[A]; DrivoR[C,excluded]","DrivoR Table 2, PDF p.5; 345-scene description, PDF p.6"
valeoai/DrivoR,https://github.com/valeoai/DrivoR/issues/38,2026-04-24,score_gap;evaluation_config,用户自制 HUGSIM 评测 HD 19.87,论文数字未在帖中直接列明；见 #54,https://arxiv.org/pdf/2601.05083,yes,作者仅指向 #7 的评测说明；不能把自制实现的差距归因于模型。,…Please refer to this issue: https://github.com/valeoai/DrivoR/issues…,https://github.com/valeoai/DrivoR/issues/38#issuecomment-4325710815,no,open,作者仅指向 #7 的评测说明；不能把自制实现的差距归因于模型。,"DrivoR[A]; DrivoR[C,excluded]",N/A; issue URL is the source for user and author statements
valeoai/DrivoR,https://github.com/valeoai/DrivoR/issues/39,2026-04-24,protocol_split;author_disclosure,用户询问 NAVSIM v2 为何不使用 18k validation 数据,未涉及论文得分,https://arxiv.org/pdf/2601.05083,yes,作者说加入验证集在未用 SimScale 时未见 v2 改善，因此弃用；含 SimScale 时未测试此对照。,"…Before using Simscale data, we observed no improvement on Nav2 (especially the static images), s…",https://github.com/valeoai/DrivoR/issues/39#issuecomment-4325705945,yes,closed,作者说加入验证集在未用 SimScale 时未见 v2 改善，因此弃用；含 SimScale 时未测试此对照。,"DrivoR[A]; DrivoR[C,excluded]",N/A; issue URL is the source for user and author statements
valeoai/DrivoR,https://github.com/valeoai/DrivoR/issues/40,2026-04-27,author_disclosure;evaluation_config,用户称 SimScale 全量 236k、滤掉 33k 后仍约 200k,论文使用 134k SimScale,https://arxiv.org/pdf/2601.05083,yes,作者确认因算力限制未用全部 SimScale。,…we did not use the full simscale data due to the compute resource limit. We're preparing the ckpt with full simsc…,https://github.com/valeoai/DrivoR/issues/40#issuecomment-4344286198,yes,closed,作者确认因算力限制未用全部 SimScale。,"DrivoR[A]; DrivoR[C,excluded]","DrivoR Table 1, PDF p.5; scaling description, PDF p.6"
valeoai/DrivoR,https://github.com/valeoai/DrivoR/issues/41,2026-04-28,author_disclosure;evaluation_config,未报告本人复现实测；提问仅引用论文主结果 93.1 与消融约 90,主结果 93.1；消融 90（用户引述）,https://arxiv.org/pdf/2601.05083,yes,作者说明消融使用较小基础配置、navtrain 10 epoch 且在 navval 评测，最终模型训练更久并增加一个 GT 轨迹时步。,…we used a more compact configuration for the ablation results: > The model is trained on the navtrain s…,https://github.com/valeoai/DrivoR/issues/41#issuecomment-4335914509,yes,closed,作者说明消融使用较小基础配置、navtrain 10 epoch 且在 navval 评测，最终模型训练更久并增加一个 GT 轨迹时步。,"DrivoR[A]; DrivoR[C,excluded]","DrivoR Table 1, PDF p.5; Table 4a, PDF p.7"
valeoai/DrivoR,https://github.com/valeoai/DrivoR/issues/42,2026-04-29,evaluation_config,未报告数字,该 issue 无可比论文数字,https://arxiv.org/pdf/2601.05083,yes,作者确认论文结果开启 DINOv2 LoRA 微调，而发布代码默认关闭；无微调对照见论文 Table 4(b)。,…yes. _Do you also have experimental results wi…,https://github.com/valeoai/DrivoR/issues/42#issuecomment-4344275805,yes,closed,作者确认论文结果开启 DINOv2 LoRA 微调，而发布代码默认关闭；无微调对照见论文 Table 4(b)。,"DrivoR[A]; DrivoR[C,excluded]",N/A; issue URL is the source for user and author statements
valeoai/DrivoR,https://github.com/valeoai/DrivoR/issues/45,2026-06-13,evaluation_config;author_disclosure,用户担忧 TTC 失败时填 2.0 会使训练分数超 1,未涉及论文得分,https://arxiv.org/pdf/2601.05083,yes,作者确认 2.0 是刻意作为无效 TTC 掩码的标记，不代表评分直接加 2。,…2.0 is intentional and it's a marker to construct the mask that does not penal…,https://github.com/valeoai/DrivoR/issues/45#issuecomment-4712258509,yes,closed,作者确认 2.0 是刻意作为无效 TTC 掩码的标记，不代表评分直接加 2。,"DrivoR[A]; DrivoR[C,excluded]",N/A; issue URL is the source for user and author statements
valeoai/DrivoR,https://github.com/valeoai/DrivoR/issues/46,2026-06-22,evaluation_config;author_disclosure,用户指出 Nav2 训练采用 Nav1 proposal 组合权重,未涉及论文得分,https://arxiv.org/pdf/2601.05083,yes,作者解释这些权重只影响验证和候选选择，训练逐个子分数用等权 BCE，不监督最终 PDMS。,…we do not supervise the final PDMS score. We supervise each of the sub-scores indi…,https://github.com/valeoai/DrivoR/issues/46#issuecomment-4767735217,yes,closed,作者解释这些权重只影响验证和候选选择，训练逐个子分数用等权 BCE，不监督最终 PDMS。,"DrivoR[A]; DrivoR[C,excluded]",N/A; issue URL is the source for user and author statements
valeoai/DrivoR,https://github.com/valeoai/DrivoR/issues/47,2026-06-23,score_gap;evaluation_config,用户初始 Nav2 EPDMS 约 0.0008；NumPy 修复后仅 EP 不匹配,论文 navhard EPDMS 54.6（对应指定发布权重）,https://arxiv.org/pdf/2601.05083,yes,作者建议用官方 v2 重新缓存并给正确 checkpoint；用户重新缓存后说全部分数与论文一致。,…make sure you're using the correct ckpt: https://github.com/valeoai/DrivoR/releas…,https://github.com/valeoai/DrivoR/issues/47#issuecomment-4798739751,yes,closed,作者建议用官方 v2 重新缓存并给正确 checkpoint；用户重新缓存后说全部分数与论文一致。,"DrivoR[A]; DrivoR[C,excluded]","DrivoR Table 3, PDF p.6"
valeoai/DrivoR,https://github.com/valeoai/DrivoR/issues/54,2026-09-08,score_gap;evaluation_config;protocol_split,用户 345 场景 RC 48.8/HD 34.8 对论文 49.8/35.7；另一用户用指定权重复现 345 场景 RC 33.82/HD 16.06,论文 345 场景 RC 49.8/HD 35.7,https://arxiv.org/pdf/2601.05083,yes,作者确认旧场景 commit 与 nav1_25epochs 权重；对后一复现仍有差距，指出应使用 HUGSIM 作者的 NAVSIM/LTF 管线，未给官方完整集成代码。,"…We used the NAVSIM implementation provided by the HUGSIM authors: https://github.com/hyzhou404/NAVSIM, so …",https://github.com/valeoai/DrivoR/issues/54#issuecomment-5712402922,no,open,作者确认旧场景 commit 与 nav1_25epochs 权重；对后一复现仍有差距，指出应使用 HUGSIM 作者的 NAVSIM/LTF 管线，未给官方完整集成代码。,"DrivoR[A]; DrivoR[C,excluded]","DrivoR Table 2, PDF p.5; 345-scene description, PDF p.6"
vita-epfl/RAP,https://github.com/vita-epfl/RAP/issues/4,2025-11-13,author_disclosure;evaluation_config,未报告数字,该 issue 无可比论文数字,https://arxiv.org/pdf/2510.04333,yes,作者确认 metric cache 只存 ego 轨迹；因其他 agent 缺注释，训练 score loss 只在 ego 上计算。,We only cached the metric for ego trajs. It would be difficult to get other agent…,https://github.com/vita-epfl/RAP/issues/4#issuecomment-3533601301,yes,closed,作者确认 metric cache 只存 ego 轨迹；因其他 agent 缺注释，训练 score loss 只在 ego 上计算。,RAP-DINO[A],N/A; issue URL is the source for user and author statements
vita-epfl/RAP,https://github.com/vita-epfl/RAP/issues/8,2025-11-26,evaluation_config;author_disclosure,用户 8×A800、96k 样本训练约 5 h/epoch；打开 Ray 后约 3 h/epoch；作者披露增强 50k、扰动 8.5k 样本,未涉及论文得分,https://arxiv.org/pdf/2510.04333,yes,作者说 PDM 评分主要在 CPU，指导启用 Ray，并披露实际增强/扰动训练样本量。,…We only use 50k samples (5%) from the augmented data and 8.5k (10…,https://github.com/vita-epfl/RAP/issues/8#issuecomment-3611068224,yes,closed,作者说 PDM 评分主要在 CPU，指导启用 Ray，并披露实际增强/扰动训练样本量。,RAP-DINO[A],N/A; issue URL is the source for user and author statements
vita-epfl/RAP,https://github.com/vita-epfl/RAP/issues/10,2025-12-04,score_gap;evaluation_config,官方 checkpoint 评得 PDMS 0.825,论文 PDMS/EPDMS 数字未在帖中明列,https://arxiv.org/pdf/2510.04333,yes,作者确认 deformable attention 存在 bug 并修复；用户更新后确认复现。,…There's a bug in deformable attention that has been fixed in the latest commit.…,https://github.com/vita-epfl/RAP/issues/10#issuecomment-3614197633,yes,closed,作者确认 deformable attention 存在 bug 并修复；用户更新后确认复现。,RAP-DINO[A],N/A; issue URL is the source for user and author statements
vita-epfl/RAP,https://github.com/vita-epfl/RAP/issues/11,2025-12-04,evaluation_config;author_disclosure,未报告数字,该 issue 无可比论文数字,https://arxiv.org/pdf/2510.04333,yes,作者确认 NAVSIM 与 Waymo 评测只用真实图像，不需推理时栅格化输入。,"…In NAVSIM and Waymo evaluation, we only use real images.",https://github.com/vita-epfl/RAP/issues/11#issuecomment-3611091521,yes,closed,作者确认 NAVSIM 与 Waymo 评测只用真实图像，不需推理时栅格化输入。,RAP-DINO[A],N/A; issue URL is the source for user and author statements
vita-epfl/RAP,https://github.com/vita-epfl/RAP/issues/12,2025-12-17,evaluation_config,未报告数字,该 issue 无可比论文数字,https://arxiv.org/pdf/2510.04333,no,N/A（无作者回复）,N/A（无作者回复）,N/A（无作者回复）,no,open,用户指出 Waymo 提交脚本命令与模型配置不匹配，提供了可运行的修改；无作者回复，修复未获确认。,RAP-DINO[A],N/A; issue URL is the source for user and author statements
vita-epfl/RAP,https://github.com/vita-epfl/RAP/issues/14,2025-12-23,author_disclosure,未报告数字,该 issue 无可比论文数字,https://arxiv.org/pdf/2510.04333,yes,作者承认 nuPlan 相机参数不准确，手工轻微修改外参对齐栅格化视图，仍有错位。,"…we made some heuristic modifications, e.g., changing the x,y,z in camera extri…",https://github.com/vita-epfl/RAP/issues/14#issuecomment-3685969471,partial,open,作者承认 nuPlan 相机参数不准确，手工轻微修改外参对齐栅格化视图，仍有错位。,RAP-DINO[A],N/A; issue URL is the source for user and author statements
vita-epfl/RAP,https://github.com/vita-epfl/RAP/issues/20,2026-09-16,evaluation_config;author_disclosure,metadata 脚本分别栅格化 3/3/4 个相机视角,论文数字不适用,https://arxiv.org/pdf/2510.04333,no,N/A（无作者回复）,N/A（无作者回复）,N/A（无作者回复）,no,open,用户指出脚本的相机集合不一致且模型期待四视角；无作者回复，影响尚未核实。,RAP-DINO[A],N/A; issue URL is the source for user and author statements
