method,board,split,metric,component,baseline_config,variant_config,baseline_score,variant_score,delta,same_weights_or_retrained,seeds_or_runs,n_samples,source,notes,hack_finding_id
BEV-Planner++,nuscenes,validation,avg_L2_m,ego_state_bev,VAD no ego in BEV/plan,VAD ego in BEV only,1.25,0.72,-0.53,mixed_checkpoints,N/A,N/A,"bev_planner.pdf, Table 1, PDF p.5",Table 1 VAD ID4 Reproduce → ID5 Official；ego 输入与 checkpoint 来源同时变化，差值不能单独归因于 ego state。,REAL-NUS-005
BEV-Planner++,nuscenes,validation,avg_collision_pct,ego_state_bev,VAD no ego in BEV/plan,VAD ego in BEV only,1.09,0.54,-0.55,mixed_checkpoints,N/A,N/A,"bev_planner.pdf, Table 1, PDF p.5",Table 1 VAD ID4 Reproduce → ID5 Official；ego 输入与 checkpoint 来源同时变化，差值不能单独归因于 ego state。,REAL-NUS-005
BEV-Planner++,nuscenes,validation,avg_CCR_pct,ego_state_bev,VAD no ego in BEV/plan,VAD ego in BEV only,3.82,2.72,-1.1,mixed_checkpoints,N/A,N/A,"bev_planner.pdf, Table 1, PDF p.5",Table 1 VAD ID4 Reproduce → ID5 Official；ego 输入与 checkpoint 来源同时变化，差值不能单独归因于 ego state。,REAL-NUS-005
BEV-Planner++,nuscenes,validation,avg_L2_m,ego_state_planner,VAD ego in BEV only,VAD ego in BEV and plan,0.72,0.37,-0.35,retrained,N/A,N/A,"bev_planner.pdf, Table 1, PDF p.5",Table 1 VAD ID5/ID6 均标 Official，但不能据此认定同一权重；Table 2 的检测指标亦不同。,REAL-NUS-005
BEV-Planner++,nuscenes,validation,avg_collision_pct,ego_state_planner,VAD ego in BEV only,VAD ego in BEV and plan,0.54,0.33,-0.21,retrained,N/A,N/A,"bev_planner.pdf, Table 1, PDF p.5",Table 1 VAD ID5/ID6 均标 Official，但不能据此认定同一权重；Table 2 的检测指标亦不同。,REAL-NUS-005
BEV-Planner++,nuscenes,validation,avg_CCR_pct,ego_state_planner,VAD ego in BEV only,VAD ego in BEV and plan,2.72,2.47,-0.25,retrained,N/A,N/A,"bev_planner.pdf, Table 1, PDF p.5",Table 1 VAD ID5/ID6 均标 Official，但不能据此认定同一权重；Table 2 的检测指标亦不同。,REAL-NUS-005
BEV-Planner++,nuscenes,validation,avg_L2_m,temporal_history,BEV-Planner no history,BEV-Planner 4-frame history,0.57,0.55,-0.02,retrained,N/A,N/A,"bev_planner.pdf, Table 1, PDF p.5",无额外摘录；比较配置与出处见本行其他字段。,N/A
BEV-Planner++,nuscenes,validation,avg_collision_pct,temporal_history,BEV-Planner no history,BEV-Planner 4-frame history,0.73,0.59,-0.14,retrained,N/A,N/A,"bev_planner.pdf, Table 1, PDF p.5",无额外摘录；比较配置与出处见本行其他字段。,N/A
BEV-Planner++,nuscenes,validation,avg_CCR_pct,temporal_history,BEV-Planner no history,BEV-Planner 4-frame history,3.98,4.26,+0.28,retrained,N/A,N/A,"bev_planner.pdf, Table 1, PDF p.5",无额外摘录；比较配置与出处见本行其他字段。,N/A
BEV-Planner++,nuscenes,validation,avg_L2_m,ego_state_bev,BEV-Planner 4-frame history,BEV-Planner+ ego in BEV,0.55,0.46,-0.09,retrained,N/A,N/A,"bev_planner.pdf, Table 1, PDF p.5",无额外摘录；比较配置与出处见本行其他字段。,REAL-NUS-005
BEV-Planner++,nuscenes,validation,avg_collision_pct,ego_state_bev,BEV-Planner 4-frame history,BEV-Planner+ ego in BEV,0.59,0.49,-0.1,retrained,N/A,N/A,"bev_planner.pdf, Table 1, PDF p.5",无额外摘录；比较配置与出处见本行其他字段。,REAL-NUS-005
BEV-Planner++,nuscenes,validation,avg_CCR_pct,ego_state_bev,BEV-Planner 4-frame history,BEV-Planner+ ego in BEV,4.26,4.21,-0.05,retrained,N/A,N/A,"bev_planner.pdf, Table 1, PDF p.5",无额外摘录；比较配置与出处见本行其他字段。,REAL-NUS-005
BEV-Planner++,nuscenes,validation,avg_L2_m,ego_state_planner,BEV-Planner+ ego in BEV,BEV-Planner++ ego in BEV and plan,0.46,0.35,-0.11,retrained,N/A,N/A,"bev_planner.pdf, Table 1, PDF p.5",无额外摘录；比较配置与出处见本行其他字段。,REAL-NUS-005
BEV-Planner++,nuscenes,validation,avg_collision_pct,ego_state_planner,BEV-Planner+ ego in BEV,BEV-Planner++ ego in BEV and plan,0.49,0.34,-0.15,retrained,N/A,N/A,"bev_planner.pdf, Table 1, PDF p.5",无额外摘录；比较配置与出处见本行其他字段。,REAL-NUS-005
BEV-Planner++,nuscenes,validation,avg_CCR_pct,ego_state_planner,BEV-Planner+ ego in BEV,BEV-Planner++ ego in BEV and plan,4.21,3.16,-1.05,retrained,N/A,N/A,"bev_planner.pdf, Table 1, PDF p.5",无额外摘录；比较配置与出处见本行其他字段。,REAL-NUS-005
BEV-Planner++,nuscenes,validation,avg_L2_m,image_corruption,"VAD-Base official checkpoint, clean inputs","same checkpoint, Snow",0.37,0.45,+0.08,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_collision_pct,image_corruption,"VAD-Base official checkpoint, clean inputs","same checkpoint, Snow",0.33,0.32,-0.01,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_CCR_pct,image_corruption,"VAD-Base official checkpoint, clean inputs","same checkpoint, Snow",2.47,2.82,+0.35,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_L2_m,image_corruption,"VAD-Base official checkpoint, clean inputs","same checkpoint, Fog",0.37,0.45,+0.08,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_collision_pct,image_corruption,"VAD-Base official checkpoint, clean inputs","same checkpoint, Fog",0.33,0.3,-0.03,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_CCR_pct,image_corruption,"VAD-Base official checkpoint, clean inputs","same checkpoint, Fog",2.47,2.78,+0.31,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_L2_m,image_corruption,"VAD-Base official checkpoint, clean inputs","same checkpoint, Glare",0.37,0.44,+0.07,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_collision_pct,image_corruption,"VAD-Base official checkpoint, clean inputs","same checkpoint, Glare",0.33,0.26,-0.07,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_CCR_pct,image_corruption,"VAD-Base official checkpoint, clean inputs","same checkpoint, Glare",2.47,2.63,+0.16,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_L2_m,image_corruption,"VAD-Base official checkpoint, clean inputs","same checkpoint, Rain",0.37,0.45,+0.08,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_collision_pct,image_corruption,"VAD-Base official checkpoint, clean inputs","same checkpoint, Rain",0.33,0.29,-0.04,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_CCR_pct,image_corruption,"VAD-Base official checkpoint, clean inputs","same checkpoint, Rain",2.47,2.89,+0.42,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_L2_m,image_corruption,"VAD-Base official checkpoint, clean inputs","same checkpoint, Blank",0.37,0.46,+0.09,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_collision_pct,image_corruption,"VAD-Base official checkpoint, clean inputs","same checkpoint, Blank",0.33,0.54,+0.21,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_CCR_pct,image_corruption,"VAD-Base official checkpoint, clean inputs","same checkpoint, Blank",2.47,3.71,+1.24,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_L2_m,ego_velocity_perturbation,"VAD-Base official checkpoint, clean inputs","same checkpoint, velocity x0",0.37,6.16,+5.79,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_collision_pct,ego_velocity_perturbation,"VAD-Base official checkpoint, clean inputs","same checkpoint, velocity x0",0.33,7.98,+7.65,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_CCR_pct,ego_velocity_perturbation,"VAD-Base official checkpoint, clean inputs","same checkpoint, velocity x0",2.47,1.23,-1.24,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_L2_m,ego_velocity_perturbation,"VAD-Base official checkpoint, clean inputs","same checkpoint, velocity x0.5",0.37,3.19,+2.82,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_collision_pct,ego_velocity_perturbation,"VAD-Base official checkpoint, clean inputs","same checkpoint, velocity x0.5",0.33,1.71,+1.38,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_CCR_pct,ego_velocity_perturbation,"VAD-Base official checkpoint, clean inputs","same checkpoint, velocity x0.5",2.47,2.83,+0.36,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5","此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。velocity x0.5 的 avg_CCR 原表写作 2,83（逗号），账本按小数点规范化为 2.83。",N/A
BEV-Planner++,nuscenes,validation,avg_L2_m,ego_velocity_perturbation,"VAD-Base official checkpoint, clean inputs","same checkpoint, velocity x1.5",0.37,3.2,+2.83,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_collision_pct,ego_velocity_perturbation,"VAD-Base official checkpoint, clean inputs","same checkpoint, velocity x1.5",0.33,3.08,+2.75,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_CCR_pct,ego_velocity_perturbation,"VAD-Base official checkpoint, clean inputs","same checkpoint, velocity x1.5",2.47,7.01,+4.54,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_L2_m,ego_velocity_perturbation,"VAD-Base official checkpoint, clean inputs","same checkpoint, velocity 100m/s",0.37,208,+207.63,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_collision_pct,ego_velocity_perturbation,"VAD-Base official checkpoint, clean inputs","same checkpoint, velocity 100m/s",0.33,9.38,+9.05,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_CCR_pct,ego_velocity_perturbation,"VAD-Base official checkpoint, clean inputs","same checkpoint, velocity 100m/s",2.47,27.0,+24.53,same_weights,N/A,N/A,"bev_planner.pdf, Table 2, PDF p.5",此处评测 VAD-Base 公共权重；100m/s 行碰撞指标原文标 †，车可能驶出 BEV 区域导致不精确。,N/A
BEV-Planner++,nuscenes,validation,avg_L2_m,map_pretraining,BEV-Planner,BEV-Planner pretrained map init,0.55,0.52,-0.03,retrained,N/A,N/A,"bev_planner.pdf, Table 3, PDF p.5",无额外摘录；比较配置与出处见本行其他字段。,N/A
BEV-Planner++,nuscenes,validation,avg_collision_pct,map_pretraining,BEV-Planner,BEV-Planner pretrained map init,0.59,0.42,-0.17,retrained,N/A,N/A,"bev_planner.pdf, Table 3, PDF p.5",无额外摘录；比较配置与出处见本行其他字段。,N/A
BEV-Planner++,nuscenes,validation,avg_L2_m,map_auxiliary_task,BEV-Planner pretrained map init,BEV-Planner+Map,0.52,0.96,+0.44,retrained,N/A,N/A,"bev_planner.pdf, Table 3, PDF p.5",无额外摘录；比较配置与出处见本行其他字段。,N/A
BEV-Planner++,nuscenes,validation,avg_collision_pct,map_auxiliary_task,BEV-Planner pretrained map init,BEV-Planner+Map,0.42,0.89,+0.47,retrained,N/A,N/A,"bev_planner.pdf, Table 3, PDF p.5",无额外摘录；比较配置与出处见本行其他字段。,N/A
BEV-Planner++,nuscenes,validation,avg_L2_m,trajectory_postprocessing,UniAD postprocessing off,UniAD postprocessing on,0.66,0.77,+0.11,same_weights,N/A,N/A,"bev_planner.pdf, Table 6, PDF p.7",CCR 数字在 PDF 文本截断，未从表图估读。,N/A
BEV-Planner++,nuscenes,validation,avg_collision_pct,trajectory_postprocessing,UniAD postprocessing off,UniAD postprocessing on,0.62,0.51,-0.11,same_weights,N/A,N/A,"bev_planner.pdf, Table 6, PDF p.7",CCR 数字在 PDF 文本截断，未从表图估读。,N/A
BEV-Planner++,nuscenes,validation,avg_CCR_pct,trajectory_postprocessing,UniAD postprocessing off,UniAD postprocessing on,N/A,N/A,N/A,same_weights,N/A,N/A,"bev_planner.pdf, Table 6, PDF p.7",CCR 数字在 PDF 文本截断，未从表图估读。,N/A
SimLingo-BASE,bench2drive,paper closed-loop,DS,navigation_conditioning,GPS target point,language HLC command,85.07,86.08,+1.01,retrained,3 training seeds,220 routes (paper PDF p.5),"simlingo_base.pdf, Table 4, PDF p.8",无额外摘录；比较配置与出处见本行其他字段。,N/A
SimLingo-BASE,bench2drive,paper closed-loop,SR_pct,navigation_conditioning,GPS target point,language HLC command,67.27,65.78,-1.49,retrained,3 training seeds,220 routes (paper PDF p.5),"simlingo_base.pdf, Table 4, PDF p.8",无额外摘录；比较配置与出处见本行其他字段。,N/A
SimLingo-BASE,bench2drive,action dreaming evaluation,avg_instruction_success_pct,action_dreaming_training,no Dreamdata,Dreamdata,24.52,81.13,+56.61,retrained,N/A,220 routes (paper PDF p.5),"simlingo_base.pdf, Table 5, PDF p.8",无额外摘录；比较配置与出处见本行其他字段。,N/A
SimLingo-BASE,bench2drive,paper closed-loop,DS,language_training_mixture,driving only,VQA only added,84.67,84.55,-0.12,retrained,3 training seeds,220 routes (paper PDF p.5),"simlingo_base.pdf, Table 6, PDF p.8",无额外摘录；比较配置与出处见本行其他字段。,N/A
SimLingo-BASE,bench2drive,paper closed-loop,SR_pct,language_training_mixture,driving only,VQA only added,64.7,65.0,+0.3,retrained,3 training seeds,220 routes (paper PDF p.5),"simlingo_base.pdf, Table 6, PDF p.8",无额外摘录；比较配置与出处见本行其他字段。,N/A
SimLingo-BASE,bench2drive,paper closed-loop,DS,language_training_mixture,VQA only added,VQA + commentary,84.55,84.41,-0.14,retrained,3 training seeds,220 routes (paper PDF p.5),"simlingo_base.pdf, Table 6, PDF p.8",无额外摘录；比较配置与出处见本行其他字段。,N/A
SimLingo-BASE,bench2drive,paper closed-loop,SR_pct,language_training_mixture,VQA only added,VQA + commentary,65.0,64.85,-0.15,retrained,3 training seeds,220 routes (paper PDF p.5),"simlingo_base.pdf, Table 6, PDF p.8",无额外摘录；比较配置与出处见本行其他字段。,N/A
SimLingo-BASE,bench2drive,paper closed-loop,DS,language_training_mixture,VQA + commentary,VQA + commentary + dreaming,84.41,85.07,+0.66,retrained,3 training seeds,220 routes (paper PDF p.5),"simlingo_base.pdf, Table 6, PDF p.8",无额外摘录；比较配置与出处见本行其他字段。,N/A
SimLingo-BASE,bench2drive,paper closed-loop,SR_pct,language_training_mixture,VQA + commentary,VQA + commentary + dreaming,64.85,67.27,+2.42,retrained,3 training seeds,220 routes (paper PDF p.5),"simlingo_base.pdf, Table 6, PDF p.8",无额外摘录；比较配置与出处见本行其他字段。,N/A
SimLingo-BASE,bench2drive,paper closed-loop,DS,test_time_chain_of_thought,without CoT,with commentary CoT,84.41,85.07,+0.66,same_weights,3 random seeds,220 routes (paper PDF p.5),"simlingo_base.pdf, Table 10, PDF p.18",无额外摘录；比较配置与出处见本行其他字段。,N/A
SimLingo-BASE,bench2drive,paper closed-loop,SR_pct,test_time_chain_of_thought,without CoT,with commentary CoT,64.84,67.27,+2.43,same_weights,3 random seeds,220 routes (paper PDF p.5),"simlingo_base.pdf, Table 10, PDF p.18",无额外摘录；比较配置与出处见本行其他字段。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,planning_oriented_QA_mix,no meta-action QA,all six QA types,52.67,71.21,+18.54,retrained,N/A,N/A,"senna.pdf, Table IV, PDF p.7",无额外摘录；比较配置与出处见本行其他字段。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,planning_oriented_QA_mix,no scene description QA,all six QA types,53.65,71.21,+17.56,retrained,N/A,N/A,"senna.pdf, Table IV, PDF p.7",无额外摘录；比较配置与出处见本行其他字段。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,planning_oriented_QA_mix,no traffic-light QA,all six QA types,57.39,71.21,+13.82,retrained,N/A,N/A,"senna.pdf, Table IV, PDF p.7",无额外摘录；比较配置与出处见本行其他字段。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,planning_oriented_QA_mix,no planning explanation QA,all six QA types,67.91,71.21,+3.3,retrained,N/A,N/A,"senna.pdf, Table IV, PDF p.7",无额外摘录；比较配置与出处见本行其他字段。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,planning_oriented_QA_mix,no VRU identification QA,all six QA types,68.44,71.21,+2.77,retrained,N/A,N/A,"senna.pdf, Table IV, PDF p.7",无额外摘录；比较配置与出处见本行其他字段。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,planning_oriented_QA_mix,no motion prediction QA,all six QA types,68.7,71.21,+2.51,retrained,N/A,N/A,"senna.pdf, Table IV, PDF p.7",无额外摘录；比较配置与出处见本行其他字段。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,camera_view,front only,surround view,64.91,71.21,+6.3,retrained,N/A,N/A,"senna.pdf, Table V, PDF p.7",无额外摘录；比较配置与出处见本行其他字段。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,image_token_count,32x6,64x6,69.36,70.42,+1.06,retrained,N/A,N/A,"senna.pdf, Table VI, PDF p.7",512x6 与 576x6 因解码失败而 accuracy 为表中 0。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,image_token_count,64x6,128x6,70.42,71.21,+0.79,retrained,N/A,N/A,"senna.pdf, Table VI, PDF p.7",512x6 与 576x6 因解码失败而 accuracy 为表中 0。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,image_token_count,128x6,256x6,71.21,56.13,-15.08,retrained,N/A,N/A,"senna.pdf, Table VI, PDF p.7",512x6 与 576x6 因解码失败而 accuracy 为表中 0。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,image_token_count,256x6,512x6,56.13,0.0,-56.13,retrained,N/A,N/A,"senna.pdf, Table VI, PDF p.7",512x6 与 576x6 因解码失败而 accuracy 为表中 0。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,image_token_count,512x6,576x6,0.0,0.0,+0,retrained,N/A,N/A,"senna.pdf, Table VI, PDF p.7",512x6 与 576x6 因解码失败而 accuracy 为表中 0。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,training_dataset_size,100k,200k,57.45,64.78,+7.33,retrained,N/A,N/A,"senna.pdf, Table VII, PDF p.7",无额外摘录；比较配置与出处见本行其他字段。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,training_dataset_size,200k,400k,64.78,67.09,+2.31,retrained,N/A,N/A,"senna.pdf, Table VII, PDF p.7",无额外摘录；比较配置与出处见本行其他字段。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,training_dataset_size,400k,800k,67.09,71.21,+4.12,retrained,N/A,N/A,"senna.pdf, Table VII, PDF p.7",无额外摘录；比较配置与出处见本行其他字段。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,finetuning_data_mix,Driving pretrain + Planning finetune,Driving pretrain + mixed finetune,60.01,61.91,+1.9,retrained,N/A,N/A,"senna.pdf, Table IX, PDF p.8",无额外摘录；比较配置与出处见本行其他字段。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,finetuning_data_mix,General pretrain + Planning finetune,General pretrain + mixed finetune,58.53,65.12,+6.59,retrained,N/A,N/A,"senna.pdf, Table IX, PDF p.8",无额外摘录；比较配置与出处见本行其他字段。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,finetuning_data_mix,mixed pretrain + Planning finetune,mixed pretrain + mixed finetune,66.81,71.21,+4.4,retrained,N/A,N/A,"senna.pdf, Table IX, PDF p.8",无额外摘录；比较配置与出处见本行其他字段。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,pretraining_data_mix,Driving pretrain + Planning finetune,mixed pretrain + Planning finetune,60.01,66.81,+6.8,retrained,N/A,N/A,"senna.pdf, Table IX, PDF p.8",无额外摘录；比较配置与出处见本行其他字段。,N/A
Senna,aux:drivex,validation,meta_action_accuracy_pct,pretraining_data_mix,General pretrain + Planning finetune,mixed pretrain + Planning finetune,58.53,66.81,+8.28,retrained,N/A,N/A,"senna.pdf, Table IX, PDF p.8",无额外摘录；比较配置与出处见本行其他字段。,N/A
Senna,aux:drivex,validation,L2_3s_m,structured_planning_interface,VADv2 no meta-action,VADv2 GT meta-action oracle,3.1,2.24,-0.86,retrained,N/A,N/A,"senna.pdf, Table III, PDF p.6",GT meta-action 为 oracle 条件，只能作为上界参考。,N/A
Senna,aux:drivex,validation,L2_3s_m,structured_planning_interface,DriveVLM predicted low-frequency trajectory,VADv2 GT meta-action oracle,3.0,2.24,-0.76,retrained,N/A,N/A,"senna.pdf, Table III, PDF p.6",GT meta-action 为 oracle 条件，只能作为上界参考。,N/A
Senna,aux:drivex,validation,L2_3s_m,structured_planning_interface,Senna predicted meta-action,VADv2 GT meta-action oracle,2.62,2.24,-0.38,retrained,N/A,N/A,"senna.pdf, Table III, PDF p.6",GT meta-action 为 oracle 条件，只能作为上界参考。,N/A
LinkVLA,bench2drive,paper closed-loop,DS,token_c2f_alignment_sequence,SimLingo-like baseline,action tokenization,85.07,89.57,+4.5,retrained,N/A,N/A,"linkvla.pdf, Table 5, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,bench2drive,paper closed-loop,SR_pct,token_c2f_alignment_sequence,SimLingo-like baseline,action tokenization,67.27,73.18,+5.91,retrained,N/A,N/A,"linkvla.pdf, Table 5, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,bench2drive,paper closed-loop,DS,token_c2f_alignment_sequence,action tokenization,+ coarse-to-fine feature interaction,89.57,89.85,+0.28,retrained,N/A,N/A,"linkvla.pdf, Table 5, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,bench2drive,paper closed-loop,SR_pct,token_c2f_alignment_sequence,action tokenization,+ coarse-to-fine feature interaction,73.18,72.27,-0.91,retrained,N/A,N/A,"linkvla.pdf, Table 5, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,bench2drive,paper closed-loop,DS,token_c2f_alignment_sequence,+ coarse-to-fine feature interaction,+ language-action alignment,89.85,91.01,+1.16,retrained,N/A,N/A,"linkvla.pdf, Table 5, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,bench2drive,paper closed-loop,SR_pct,token_c2f_alignment_sequence,+ coarse-to-fine feature interaction,+ language-action alignment,72.27,74.55,+2.28,retrained,N/A,N/A,"linkvla.pdf, Table 5, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,bench2drive,paper closed-loop,DS,soft_action_labels,without soft label,with soft label,90.85,91.01,+0.16,retrained,N/A,N/A,"linkvla.pdf, Table 6, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,bench2drive,paper closed-loop,SR_pct,soft_action_labels,without soft label,with soft label,72.73,74.55,+1.82,retrained,N/A,N/A,"linkvla.pdf, Table 6, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,bench2drive,paper closed-loop,DS,navigation_input_form,GPS target point,navigation command,91.01,91.25,+0.24,same_weights,N/A,N/A,"linkvla.pdf, Table 7, PDF p.8",正文写明同一模型；仅论文披露，无代码可核。,N/A
LinkVLA,bench2drive,paper closed-loop,SR_pct,navigation_input_form,GPS target point,navigation command,74.55,73.18,-1.37,same_weights,N/A,N/A,"linkvla.pdf, Table 7, PDF p.8",正文写明同一模型；仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,faster_success_pct,token_c2f_alignment_sequence,no Token/C2F/Align,Token only,81.42,88.44,+7.02,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
